id,x,y,z,tonn,ore,waste,ni,grade,process,blockvalue,destination,period
10173,21,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10174,22,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10175,23,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,19
10176,24,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,5
10177,25,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,2
10178,26,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,2
10179,27,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,3
10180,28,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,3
10181,29,27,64,4168.1,0.0,4168.1,0.0,0.0,0.0,-14588.3,0,7
10182,48,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10183,49,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10184,50,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10185,51,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10186,52,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10187,53,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10188,54,27,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10189,10,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10190,11,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10191,12,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10192,13,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10193,14,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10194,15,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10195,16,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10196,17,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10197,18,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10198,19,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10199,20,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10200,21,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10201,22,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,7
10202,23,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,8
10203,24,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,6
10204,25,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,3
10205,26,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,10
10206,27,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,4
10207,28,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,0
10208,47,28,64,23619.4,0.0,23619.4,0.0,0.0,0.0,-82667.7,0,
10209,48,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10210,49,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10211,50,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10212,51,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10213,52,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10214,53,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10215,54,28,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10216,7,29,64,2778.8,0.0,2778.8,0.0,0.0,0.0,-9725.5,0,
10217,8,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10218,9,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10219,10,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10220,11,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10221,12,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10222,13,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10223,14,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10224,15,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10225,16,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10226,17,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10227,18,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10228,19,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10229,20,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10230,21,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10231,22,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10232,23,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10233,24,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,20
10234,25,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10235,26,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,21
10236,27,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,11
10237,28,29,64,25008.8,0.0,25008.8,0.0,0.0,0.0,-87530.5,0,4
10238,47,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10239,48,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10240,49,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10241,50,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10242,51,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10243,52,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10244,53,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10245,54,29,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10246,0,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10247,1,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10248,2,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10249,3,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10250,4,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10251,5,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10252,6,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10253,7,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10254,8,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10255,9,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10256,10,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10257,11,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10258,12,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10259,13,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10260,14,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10261,15,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10262,16,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10263,17,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10264,18,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10265,19,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10266,20,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10267,21,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10268,22,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10269,23,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10270,24,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10271,25,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10272,26,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10273,27,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,19
10274,28,30,64,16672.5,0.0,16672.5,0.0,0.0,0.0,-58353.6,0,
10275,44,30,64,13893.8,0.0,13893.8,0.0,0.0,0.0,-48628.0,0,
10276,45,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10277,46,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10278,47,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10279,48,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10280,49,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10281,50,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10282,51,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10283,52,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10284,53,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10285,54,30,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10286,0,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10287,1,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10288,2,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10289,3,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10290,4,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10291,5,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10292,6,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10293,7,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10294,8,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10295,9,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10296,10,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10297,11,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10298,12,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10299,13,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10300,14,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10301,15,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10302,16,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10303,17,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10304,18,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10305,19,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10306,20,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10307,21,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10308,22,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10309,23,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10310,24,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10311,25,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10312,26,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10313,27,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10314,28,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10315,44,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10316,45,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10317,46,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10318,47,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10319,48,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10320,49,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10321,50,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10322,51,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10323,52,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10324,53,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10325,54,31,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10326,0,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10327,1,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10328,2,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10329,3,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10330,4,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10331,5,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10332,6,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10333,7,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10334,8,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10335,9,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10336,10,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10337,11,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10338,12,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10339,13,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10340,14,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10341,15,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10342,16,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10343,17,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10344,18,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10345,19,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10346,20,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10347,21,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10348,22,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10349,23,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10350,24,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10351,25,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10352,26,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10353,27,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10354,28,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10355,43,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10356,44,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10357,45,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10358,46,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10359,47,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10360,48,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10361,49,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10362,50,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10363,51,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10364,52,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10365,53,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10366,54,32,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10367,0,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10368,1,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10369,2,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10370,3,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10371,4,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10372,5,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10373,6,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10374,7,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10375,8,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10376,9,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10377,10,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10378,11,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10379,12,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10380,13,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10381,14,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10382,15,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10383,16,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10384,17,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10385,18,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10386,19,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10387,20,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10388,21,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10389,22,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10390,23,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10391,24,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10392,25,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10393,26,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10394,27,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10395,28,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10396,29,33,64,19451.3,0.0,19451.3,0.0,0.0,0.0,-68079.2,0,
10397,43,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10398,44,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10399,45,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10400,46,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10401,47,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10402,48,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10403,49,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10404,50,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10405,51,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10406,52,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10407,53,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10408,54,33,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10409,0,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10410,1,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10411,2,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10412,3,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10413,4,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10414,5,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10415,6,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10416,7,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10417,8,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10418,9,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10419,10,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10420,11,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10421,12,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10422,13,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10423,14,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10424,15,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10425,16,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10426,17,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10427,18,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10428,19,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10429,20,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10430,21,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10431,22,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10432,23,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10433,24,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10434,25,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10435,26,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10436,27,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10437,28,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10438,29,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10439,30,34,64,23619.4,0.0,23619.4,0.0,0.0,0.0,-82667.7,0,
10440,43,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10441,44,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10442,45,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10443,46,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10444,47,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10445,48,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10446,49,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10447,50,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10448,51,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10449,52,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10450,53,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10451,54,34,64,27787.5,0.0,27787.5,0.0,0.0,0.0,-97256.1,0,
10452,15,3,63,846.3,846.3,0.0,3.05,0.15,249.6,-2962.1,0,
10453,16,3,63,3777.6,3777.6,0.0,20.11,1.0,1219.5,74732.3,1,3
10454,17,3,63,265.2,265.2,0.0,1.25,0.06,89.6,3315.7,1,7
10455,13,4,63,302.4,302.4,0.0,1.11,0.05,76.2,-1058.5,0,16
10456,14,4,63,2367.5,2367.5,0.0,12.35,0.43,749.5,40376.1,1,16
10457,15,4,63,7740.9,7740.9,0.0,35.23,1.4,2277.5,72798.3,1,
10458,16,4,63,16197.3,16197.3,0.0,109.15,4.01,5845.1,578396.4,1,5
10459,17,4,63,11337.5,10991.6,345.9,55.78,2.48,4059.7,177103.8,1,7
10460,10,5,63,3911.2,0.0,3911.2,0.0,0.0,0.0,-13689.1,0,16
10461,11,5,63,3042.3,0.0,3042.3,0.0,0.0,0.0,-10648.0,0,8
10462,12,5,63,2445.6,0.0,2445.6,0.0,0.0,0.0,-8559.4,0,9
10463,13,5,63,4334.6,0.0,4334.6,0.0,0.0,0.0,-15171.1,0,
10464,15,5,63,2502.5,0.0,2502.5,0.0,0.0,0.0,-8758.7,0,
10465,16,5,63,18947.6,10271.3,8676.3,42.87,1.86,3337.0,21834.2,1,18
10466,17,5,63,16076.2,5406.2,10670.0,28.07,0.98,1731.8,53255.0,1,16
10467,18,5,63,5896.4,2186.3,3710.1,7.35,0.4,570.6,-20637.1,0,13
10468,8,6,63,923.5,833.8,89.7,3.2,0.15,277.0,757.1,1,17
10469,12,6,63,2022.4,2022.4,0.0,7.49,0.24,672.4,-7078.4,0,16
10470,13,6,63,8855.0,6655.0,2200.0,37.47,0.8,3369.9,129801.8,1,16
10471,14,6,63,3541.9,3541.9,0.0,16.5,0.43,1765.7,33686.3,1,17
10472,15,6,63,5184.1,3233.3,1950.8,15.12,0.51,1143.5,26862.3,1,21
10473,16,6,63,9785.1,0.0,9785.1,0.0,0.0,0.0,-34247.7,0,
10474,17,6,63,6107.9,2463.7,3644.2,12.83,0.45,843.0,29005.6,1,16
10475,18,6,63,2710.8,0.0,2710.8,0.0,0.0,0.0,-9487.8,0,14
10476,7,7,63,618.5,596.1,22.4,2.15,0.25,188.7,1716.7,1,18
10477,8,7,63,4027.3,4027.3,0.0,20.13,0.71,1631.6,58114.9,1,17
10478,7,8,63,169.5,10.8,158.7,0.04,0.0,4.1,-593.3,0,12
10479,7,9,63,1486.1,1486.1,0.0,7.74,0.54,536.4,30200.7,1,10
10480,8,9,63,2158.5,2158.5,0.0,11.75,0.52,1023.7,44812.4,1,13
10481,9,9,63,2062.5,2062.5,0.0,9.41,0.25,956.0,17376.0,1,
10482,12,9,63,15785.3,7741.3,8044.0,34.32,1.28,2579.0,31850.4,1,19
10483,14,9,63,7928.3,7928.3,0.0,41.23,2.19,3186.4,147486.8,1,13
10484,16,9,63,4183.5,0.0,4183.5,0.0,0.0,0.0,-14642.1,0,8
10485,17,9,63,14919.9,13643.4,1276.5,59.28,3.16,4198.2,104229.7,1,15
10486,18,9,63,19664.4,11398.8,8265.6,62.7,2.77,3783.7,215294.6,1,10
10487,19,9,63,20486.6,13067.7,7418.9,54.91,3.45,3696.8,64649.9,1,10
10488,20,9,63,10400.8,10241.8,159.0,44.91,2.09,3208.6,80497.7,1,10
