id,x,y,z,dest,phase,AuRec,AuFA,tons,co3,orgc,sulf,Mcost,Pcost,Tcost,Tvalue,Bvalue,rc_Stockpile,rc_RockChar,blockvalue,destination,period
3540,68,34,3,1,3,0.64,0.0685,2406.01492,13.1,0.5,3.7,2.275,28.28,0.18,8.721,20983,6,lsf,20983,1,
3541,68,35,3,1,3,0.62,0.06574,2406.01492,14.3,0.5,3.6,2.275,28.28,0.18,5.948,14311,6,lsf,14311,1,
3542,68,36,3,1,3,0.92,0.0693,2406.01492,5.6,0.1,4.1,2.275,28.28,0.18,26.645,64109,2,lsf,64109,1,
3543,68,37,3,1,3,0.94,0.09712,2406.01492,4.5,0.1,4.2,2.275,28.28,0.18,51.429,123738,2,hsf,123738,1,
3544,53,49,4,1,3,0.38,0.04773,2406.01492,9.2,0.6,2.0,2.264,28.28,0.18,-14.4,-34647,1,ssf,-34647,1,
3545,53,50,4,1,3,0.43,0.04332,2406.01492,9.0,0.5,1.9,2.264,28.28,0.18,-13.959,-33586,1,ssf,-33586,1,
3546,54,45,4,1,3,0.65,0.07055,2406.01492,14.0,0.5,1.3,2.264,28.28,0.18,10.548,25378,6,lsf,25378,1,
3547,54,46,4,1,3,0.63,0.08041,2406.01492,10.0,0.6,2.3,2.264,28.28,0.18,14.868,35774,1,msf,35774,1,
3548,54,47,4,1,3,0.69,0.07987,2406.01492,6.8,0.8,2.7,2.264,28.28,0.18,18.875,45414,7,msf,45414,1,
3549,54,48,4,1,3,0.63,0.08149,2406.01492,11.3,0.6,2.3,2.264,28.28,0.18,15.481,37247,1,msf,37247,1,
3550,54,49,4,1,3,0.66,0.07254,2406.01492,11.0,0.8,0.8,2.264,28.28,0.18,12.365,29750,7,lsf,29750,1,
3551,55,42,4,1,3,0.2,0.03666,2406.01492,8.8,0.6,2.0,2.264,28.28,0.18,-24.125,-58046,1,ssf,-58046,1,
3552,55,44,4,1,3,0.58,0.05905,2406.01492,18.9,0.5,0.7,2.264,28.28,0.18,0.1,241,6,lsf,241,1,
3553,55,45,4,1,3,0.74,0.09727,2406.01492,16.8,0.5,0.7,2.264,28.28,0.18,34.058,81944,6,hsf,81944,1,
3554,55,46,4,1,3,0.67,0.08968,2406.01492,11.7,0.6,2.4,2.264,28.28,0.18,23.353,56188,1,msf,56188,1,
3555,55,47,4,1,3,0.68,0.09445,2406.01492,12.2,0.6,2.3,2.264,28.28,0.18,27.079,65153,6,hsf,65153,1,8
3556,55,48,4,1,3,0.78,0.07093,2406.01492,3.4,0.3,6.7,2.264,28.28,0.18,19.069,45880,3,lsf,45880,1,8
3557,55,50,4,1,3,0.76,0.06373,2406.01492,4.4,0.3,6.9,2.264,28.28,0.18,12.867,30959,2,lsf,30959,1,
3558,56,38,4,1,3,0.89,0.05155,2406.01492,14.2,0.1,4.2,2.264,28.28,0.18,10.568,25426,6,ssf,25426,1,
3559,56,39,4,1,3,0.7,0.0502,2406.01492,6.2,0.3,2.3,2.264,28.28,0.18,0.902,2170,1,lsf,2170,1,
3560,56,40,4,1,3,0.67,0.03063,2406.01492,9.0,0.2,2.5,2.264,28.28,0.18,-12.254,-29484,1,ssf,-29484,1,
3561,56,41,4,1,3,0.61,0.03834,2406.01492,3.8,0.3,3.3,2.264,28.28,0.18,-9.675,-23279,4,ssf,-23279,1,
3562,56,42,4,1,3,0.49,0.04813,2406.01492,3.9,0.5,2.9,2.264,28.28,0.18,-9.499,-22854,4,ssf,-22854,1,
3563,56,43,4,1,3,0.61,0.06335,2406.01492,15.5,0.5,0.8,2.264,28.28,0.18,4.055,9757,6,lsf,9757,1,
3564,56,44,4,1,3,0.64,0.0698,2406.01492,18.6,0.5,0.8,2.264,28.28,0.18,9.481,22811,6,lsf,22811,1,
3565,56,45,4,1,3,0.64,0.08261,2406.01492,17.6,0.6,1.1,2.264,28.28,0.18,16.859,40564,6,msf,40564,1,10
3566,56,46,4,1,3,0.66,0.08813,2406.01492,13.7,0.6,2.1,2.264,28.28,0.18,21.625,52031,6,msf,52031,1,10
3567,56,47,4,1,3,0.48,0.05755,2406.01492,17.1,0.6,1.7,2.264,28.28,0.18,-5.862,-14105,6,lsf,-14105,1,
3568,56,49,4,1,3,0.79,0.04829,2406.01492,3.8,0.2,7.0,2.264,28.28,0.18,3.61,8686,3,lsf,8686,1,10
3569,57,38,4,1,3,0.75,0.04019,2406.01492,6.8,0.2,1.5,2.264,28.28,0.18,-3.596,-8651,1,ssf,-8651,1,
3570,57,41,4,1,3,0.37,0.03921,2406.01492,4.4,0.5,2.9,2.264,28.28,0.18,-17.667,-42507,1,ssf,-42507,1,
3571,57,45,4,1,3,0.41,0.05019,2406.01492,7.0,0.6,2.9,2.264,28.28,0.18,-12.204,-29363,1,lsf,-29363,1,
3572,57,46,4,1,3,0.54,0.05418,2406.01492,14.5,0.5,2.0,2.264,28.28,0.18,-4.393,-10568,6,ssf,-10568,1,
3573,57,48,4,1,3,0.67,0.07539,2406.01492,17.4,0.5,1.4,2.264,28.28,0.18,14.736,35455,6,msf,35455,1,7
3574,58,35,4,1,3,0.7,0.05057,2406.01492,4.2,0.3,2.1,2.264,28.28,0.18,1.135,2731,1,lsf,2731,1,
3575,58,36,4,1,3,0.69,0.04886,2406.01492,4.4,0.3,2.1,2.264,28.28,0.18,-0.382,-919,1,ssf,-919,1,
3576,58,37,4,1,3,0.61,0.03857,2406.01492,5.4,0.3,2.2,2.264,28.28,0.18,-9.549,-22975,1,ssf,-22975,1,
3577,58,43,4,1,3,0.66,0.04371,2406.01492,7.6,0.3,5.5,2.264,28.28,0.18,-4.76,-11453,2,ssf,-11453,1,
3578,58,44,4,1,3,0.62,0.05206,2406.01492,9.6,0.4,4.5,2.264,28.28,0.18,-1.675,-4029,2,lsf,-4029,1,
3579,58,45,4,1,3,0.55,0.06655,2406.01492,5.6,0.6,3.1,2.264,28.28,0.18,2.218,5337,1,lsf,5337,1,10
3580,58,46,4,1,3,0.49,0.05794,2406.01492,11.3,0.6,2.5,2.264,28.28,0.18,-5.172,-12445,1,lsf,-12445,1,
3581,58,47,4,1,3,0.65,0.07211,2406.01492,15.5,0.5,1.9,2.264,28.28,0.18,11.46,27574,6,lsf,27574,1,7
3582,58,48,4,1,3,0.55,0.05521,2406.01492,15.9,0.5,1.4,2.264,28.28,0.18,-3.395,-8169,6,ssf,-8169,1,
3583,58,49,4,1,3,0.52,0.05105,2406.01492,16.5,0.5,1.1,2.264,28.28,0.18,-6.833,-16439,6,ssf,-16439,1,
3584,58,50,4,1,3,0.52,0.05186,2406.01492,17.1,0.5,0.9,2.264,28.28,0.18,-6.454,-15527,6,ssf,-15527,1,
3585,59,35,4,1,3,0.86,0.07494,2406.01492,8.2,0.2,1.5,2.264,28.28,0.18,27.28,65635,1,lsf,65635,1,
3586,59,36,4,1,3,0.92,0.07343,2406.01492,10.6,0.1,1.9,2.264,28.28,0.18,30.076,72363,1,lsf,72363,1,
3587,59,37,4,1,3,0.79,0.04896,2406.01492,11.7,0.2,2.2,2.264,28.28,0.18,4.087,9832,1,ssf,9832,1,
3588,59,38,4,1,3,0.77,0.04385,2406.01492,11.8,0.2,2.2,2.264,28.28,0.18,-0.336,-808,1,ssf,-808,1,
3589,59,39,4,1,3,0.8,0.05145,2406.01492,12.6,0.2,2.6,2.264,28.28,0.18,6.32,15206,6,ssf,15206,1,
3590,59,40,4,1,3,0.5,0.05956,2406.01492,3.8,0.6,4.0,2.264,28.28,0.18,-3.922,-9436,3,lsf,-9436,1,
3591,59,41,4,1,3,0.41,0.05005,2406.01492,3.8,0.6,4.6,2.264,28.28,0.18,-12.256,-29487,3,lsf,-29487,1,
3592,59,42,4,1,3,0.58,0.05925,2406.01492,3.4,0.5,4.7,2.264,28.28,0.18,0.205,492,3,lsf,492,1,10
3593,59,43,4,1,3,0.84,0.06732,2406.01492,3.0,0.2,5.9,2.264,28.28,0.18,20.17,48529,3,lsf,48529,1,10
3594,59,44,4,1,3,0.86,0.07347,2406.01492,3.4,0.2,5.2,2.264,28.28,0.18,26.142,62898,3,lsf,62898,1,9
3595,59,45,4,1,3,0.77,0.06701,2406.01492,7.1,0.3,4.8,2.264,28.28,0.18,15.714,37808,2,lsf,37808,1,9
3596,59,46,4,1,3,0.77,0.06573,2406.01492,9.4,0.3,3.1,2.264,28.28,0.18,14.827,35674,1,lsf,35674,1,9
3597,59,47,4,1,3,0.63,0.06718,2406.01492,15.2,0.5,2.2,2.264,28.28,0.18,7.367,17725,6,lsf,17725,1,9
3598,59,48,4,1,3,0.69,0.08166,2406.01492,15.2,0.5,1.1,2.264,28.28,0.18,19.987,48089,6,msf,48089,1,9
3599,59,49,4,1,3,0.64,0.06941,2406.01492,16.0,0.5,1.1,2.264,28.28,0.18,9.256,22270,6,lsf,22270,1,9
3600,60,34,4,1,3,0.92,0.07607,2406.01492,29.6,0.1,1.2,2.264,28.28,0.18,32.262,77623,6,msf,77623,1,
3601,60,35,4,1,3,0.8,0.07832,2406.01492,3.3,0.3,2.9,2.264,28.28,0.18,25.666,61754,4,msf,61754,1,
3602,60,36,4,1,3,0.91,0.05962,2406.01492,18.6,0.1,1.0,2.264,28.28,0.18,18.105,43560,6,lsf,43560,1,
3603,60,37,4,1,3,0.99,0.05859,2406.01492,11.4,0.0,3.5,2.264,28.28,0.18,21.48,51680,2,lsf,51680,1,
3604,60,38,4,1,3,0.91,0.06159,2406.01492,12.0,0.1,3.3,2.264,28.28,0.18,19.718,47442,1,lsf,47442,1,
3605,60,39,4,1,3,0.87,0.08508,2406.01492,20.5,0.2,4.0,2.264,28.28,0.18,35.894,86361,6,msf,86361,1,10
3606,60,40,4,1,3,0.63,0.06833,2406.01492,4.5,0.7,4.2,2.264,28.28,0.18,8.019,19294,7,lsf,19294,1,10
3607,60,41,4,1,3,0.42,0.05106,2406.01492,3.6,0.6,5.0,2.264,28.28,0.18,-11.423,-27485,3,lsf,-27485,1,10
3608,60,42,4,1,3,0.91,0.06014,2406.01492,2.8,0.1,6.6,2.264,28.28,0.18,18.531,44585,3,lsf,44585,1,10
3609,60,43,4,1,3,0.91,0.06065,2406.01492,3.9,0.1,6.5,2.264,28.28,0.18,18.948,45590,3,lsf,45590,1,9
3610,60,44,4,1,3,0.9,0.05776,2406.01492,4.5,0.1,6.4,2.264,28.28,0.18,16.062,38644,2,lsf,38644,1,9
3611,60,45,4,1,3,0.9,0.05349,2406.01492,5.3,0.1,6.9,2.264,28.28,0.18,12.603,30323,2,lsf,30323,1,9
3612,60,46,4,1,3,0.86,0.0383,2406.01492,4.4,0.1,6.3,2.264,28.28,0.18,-1.08,-2598,2,ssf,-2598,1,9
3613,60,47,4,1,3,0.66,0.05948,2406.01492,13.5,0.4,2.5,2.264,28.28,0.18,4.607,11085,6,lsf,11085,1,9
3614,60,48,4,1,3,0.66,0.08723,2406.01492,15.7,0.6,1.9,2.264,28.28,0.18,21.091,50744,6,msf,50744,1,9
3615,61,33,4,1,3,0.91,0.06348,2406.01492,28.0,0.1,1.3,2.264,28.28,0.18,21.266,51167,6,lsf,51167,1,
3616,61,34,4,1,3,0.69,0.06441,2406.01492,10.0,0.4,3.2,2.264,28.28,0.18,9.275,22315,1,lsf,22315,1,
3617,61,35,4,1,3,0.81,0.05425,2406.01492,16.1,0.2,2.3,2.264,28.28,0.18,8.824,21231,6,ssf,21231,1,
3618,61,36,4,1,3,0.99,0.05708,2406.01492,15.8,0.0,3.4,2.264,28.28,0.18,20.134,48443,6,lsf,48443,1,
3619,61,37,4,1,3,0.54,0.05329,2406.01492,12.1,0.5,2.5,2.264,28.28,0.18,-4.825,-11609,6,ssf,-11609,1,
3620,61,38,4,1,3,0.85,0.0706,2406.01492,20.5,0.2,4.0,2.264,28.28,0.18,23.285,56024,6,lsf,56024,1,10
3621,61,39,4,1,3,0.69,0.0797,2406.01492,5.8,0.7,3.6,2.264,28.28,0.18,18.77,45160,7,msf,45160,1,10
3622,61,40,4,1,3,0.69,0.08193,2406.01492,5.6,0.7,3.7,2.264,28.28,0.18,20.155,48492,7,msf,48492,1,9
3623,61,41,4,1,3,0.91,0.06285,2406.01492,2.9,0.1,6.2,2.264,28.28,0.18,20.75,49925,3,lsf,49925,1,8
3624,61,42,4,1,3,0.85,0.03496,2406.01492,2.4,0.1,6.7,2.264,28.28,0.18,-3.98,-9575,3,ssf,-9575,1,9
3625,61,43,4,1,3,0.9,0.05237,2406.01492,2.8,0.1,6.4,2.264,28.28,0.18,11.696,28140,3,lsf,28140,1,9
3626,61,44,4,1,3,0.88,0.04438,2406.01492,3.5,0.1,6.5,2.264,28.28,0.18,4.425,10647,3,lsf,10647,1,9
3627,61,45,4,1,3,0.88,0.04486,2406.01492,4.0,0.1,6.5,2.264,28.28,0.18,4.805,11561,2,ssf,11561,1,9
3628,61,46,4,1,3,0.9,0.0559,2406.01492,1.8,0.1,6.8,2.264,28.28,0.18,14.555,35020,3,lsf,35020,1,9
3629,61,47,4,1,3,0.57,0.06882,2406.01492,11.7,0.6,1.6,2.264,28.28,0.18,4.581,11021,1,lsf,11021,1,9
3630,62,32,4,1,3,0.87,0.04234,2406.01492,7.0,0.1,3.2,2.264,28.28,0.18,2.428,5842,1,ssf,5842,1,
3631,62,33,4,1,3,0.9,0.05758,2406.01492,8.0,0.1,3.3,2.264,28.28,0.18,15.916,38294,1,lsf,38294,1,
3632,62,34,4,1,3,0.84,0.06512,2406.01492,18.1,0.2,1.1,2.264,28.28,0.18,18.507,44527,6,lsf,44527,1,
3633,62,36,4,1,3,0.83,0.06065,2406.01492,20.5,0.2,4.0,2.264,28.28,0.18,14.582,35083,6,lsf,35083,1,
3634,62,37,4,1,3,0.87,0.08141,2406.01492,25.7,0.2,4.0,2.264,28.28,0.18,33.02,79447,6,msf,79447,1,10
3635,62,38,4,1,3,0.89,0.09378,2406.01492,24.9,0.2,3.5,2.264,28.28,0.18,44.394,106812,6,hsf,106812,1,8
3636,62,39,4,1,3,0.74,0.09663,2406.01492,5.3,0.7,4.0,2.264,28.28,0.18,33.632,80918,7,hsf,80918,1,7
3637,62,40,4,1,3,0.72,0.08842,2406.01492,5.2,0.7,4.2,2.264,28.28,0.18,26.572,63933,7,msf,63933,1,8
3638,62,41,4,1,3,0.9,0.05375,2406.01492,2.9,0.1,5.9,2.264,28.28,0.18,12.814,30829,3,lsf,30829,1,8
3639,62,42,4,1,3,0.9,0.05395,2406.01492,1.1,0.1,7.3,2.264,28.28,0.18,12.976,31219,3,lsf,31219,1,8
3640,62,43,4,1,3,0.9,0.05382,2406.01492,1.5,0.1,6.5,2.264,28.28,0.18,12.87,30966,3,lsf,30966,1,8
3641,62,44,4,1,3,0.9,0.05451,2406.01492,1.6,0.1,6.5,2.264,28.28,0.18,13.429,32311,3,lsf,32311,1,9
3642,62,45,4,1,3,0.91,0.06525,2406.01492,1.5,0.1,6.3,2.264,28.28,0.18,22.716,54654,3,lsf,54654,1,9
3643,62,46,4,1,3,0.72,0.07116,2406.01492,3.5,0.4,5.6,2.264,28.28,0.18,15.388,37023,3,lsf,37023,1,9
3644,62,47,4,1,3,0.62,0.05247,2406.01492,2.7,0.4,4.9,2.264,28.28,0.18,-1.446,-3478,3,lsf,-3478,1,
3645,63,32,4,1,3,0.88,0.04612,2406.01492,6.8,0.1,3.2,2.264,28.28,0.18,5.803,13962,1,ssf,13962,1,
3646,63,33,4,1,3,0.9,0.05227,2406.01492,7.8,0.1,3.2,2.264,28.28,0.18,11.615,27945,1,lsf,27945,1,
3647,63,35,4,1,3,0.65,0.05749,2406.01492,30.0,0.4,2.2,2.264,28.28,0.18,2.908,6996,6,lsf,6996,1,
3648,63,36,4,1,3,0.87,0.07865,2406.01492,30.6,0.2,2.3,2.264,28.28,0.18,30.859,74247,6,msf,74247,1,
3649,63,37,4,1,3,0.89,0.10096,2406.01492,29.7,0.2,2.3,2.264,28.28,0.18,50.145,120650,6,hsf,120650,1,9
3650,63,38,4,1,3,0.73,0.11341,2406.01492,14.0,0.6,3.9,2.264,28.28,0.18,43.786,105351,6,hsf,105351,1,8
3651,63,39,4,1,3,0.66,0.08929,2406.01492,7.7,0.6,4.2,2.264,28.28,0.18,22.314,53688,2,msf,53688,1,8
3652,63,40,4,1,3,0.59,0.07289,2406.01492,6.5,0.6,4.5,2.264,28.28,0.18,7.981,19201,2,lsf,19201,1,9
3653,63,41,4,1,3,0.91,0.05972,2406.01492,2.5,0.1,6.1,2.264,28.28,0.18,18.187,43757,3,lsf,43757,1,8
3654,63,42,4,1,3,0.92,0.06994,2406.01492,1.9,0.1,5.8,2.264,28.28,0.18,27.186,65411,3,lsf,65411,1,8
3655,63,43,4,1,3,0.92,0.06589,2406.01492,1.7,0.1,6.0,2.264,28.28,0.18,23.833,57342,3,lsf,57342,1,8
3656,63,44,4,1,3,0.94,0.09046,2406.01492,1.7,0.1,6.2,2.264,28.28,0.18,45.805,110208,3,hsf,110208,1,9
3657,63,45,4,1,3,0.92,0.07078,2406.01492,1.8,0.1,6.3,2.264,28.28,0.18,27.882,67084,3,lsf,67084,1,9
3658,64,32,4,1,3,0.88,0.04277,2406.01492,6.9,0.1,3.2,2.264,28.28,0.18,3.15,7579,1,ssf,7579,1,
3659,64,34,4,1,3,0.63,0.05401,2406.01492,32.4,0.4,2.1,2.264,28.28,0.18,-0.1,-241,6,ssf,-241,1,
3660,64,35,4,1,3,0.66,0.07386,2406.01492,34.2,0.5,1.8,2.264,28.28,0.18,13.149,31636,6,lsf,31636,1,
3661,64,36,4,1,3,0.87,0.07861,2406.01492,7.4,0.2,4.9,2.264,28.28,0.18,30.828,74172,2,msf,74172,1,
3662,64,37,4,1,3,0.83,0.09369,2406.01492,5.2,0.3,5.4,2.264,28.28,0.18,39.262,94466,2,hsf,94466,1,9
3663,64,38,4,1,3,0.89,0.09387,2406.01492,3.4,0.2,5.8,2.264,28.28,0.18,44.466,106986,3,hsf,106986,1,8
3664,64,39,4,1,3,0.85,0.07043,2406.01492,3.0,0.2,5.9,2.264,28.28,0.18,23.155,55711,3,lsf,55711,1,9
3665,64,40,4,1,3,0.82,0.05649,2406.01492,3.3,0.2,5.9,2.264,28.28,0.18,10.966,26383,3,lsf,26383,1,9
3666,64,41,4,1,3,0.83,0.05976,2406.01492,3.2,0.2,5.9,2.264,28.28,0.18,13.917,33484,3,lsf,33484,1,9
3667,64,42,4,1,3,0.84,0.06368,2406.01492,2.5,0.2,6.0,2.264,28.28,0.18,17.418,41908,3,lsf,41908,1,9
3668,64,43,4,1,3,0.78,0.04667,2406.01492,2.4,0.2,7.0,2.264,28.28,0.18,2.038,4904,3,lsf,4904,1,9
3669,65,32,4,1,3,0.86,0.03624,2406.01492,8.9,0.1,3.6,2.264,28.28,0.18,-2.674,-6434,2,ssf,-6434,1,
3670,65,33,4,1,3,0.82,0.0569,2406.01492,20.4,0.2,2.2,2.264,28.28,0.18,11.268,27111,6,lsf,27111,1,
3671,65,34,4,1,3,0.71,0.05128,2406.01492,31.2,0.3,2.3,2.264,28.28,0.18,2.044,4918,6,ssf,4918,1,
3672,65,35,4,1,3,0.67,0.06131,2406.01492,12.2,0.4,4.1,2.264,28.28,0.18,6.246,15028,6,lsf,15028,1,
3673,65,36,4,1,3,0.75,0.06196,2406.01492,28.4,0.3,2.6,2.264,28.28,0.18,11.099,26704,6,lsf,26704,1,
3674,65,37,4,1,3,0.79,0.07374,2406.01492,26.7,0.3,2.8,2.264,28.28,0.18,21.705,52223,6,lsf,52223,1,10
3675,65,38,4,1,3,0.78,0.06795,2406.01492,3.5,0.3,5.8,2.264,28.28,0.18,16.977,40847,3,lsf,40847,1,9
3676,65,39,4,1,3,0.72,0.05426,2406.01492,2.9,0.3,5.9,2.264,28.28,0.18,4.436,10674,3,lsf,10674,1,10
3677,65,40,4,1,3,0.67,0.04601,2406.01492,3.3,0.3,5.9,2.264,28.28,0.18,-2.98,-7170,3,lsf,-7170,1,
3678,65,41,4,1,3,0.7,0.05032,2406.01492,3.2,0.3,5.8,2.264,28.28,0.18,0.978,2352,3,lsf,2352,1,10
3679,65,42,4,1,3,0.76,0.0623,2406.01492,2.8,0.3,5.6,2.264,28.28,0.18,11.889,28606,3,lsf,28606,1,9
3680,66,33,4,1,3,0.81,0.05446,2406.01492,20.9,0.2,2.2,2.264,28.28,0.18,8.977,21600,6,ssf,21600,1,
3681,66,34,4,1,3,0.64,0.05622,2406.01492,18.8,0.4,3.6,2.264,28.28,0.18,1.659,3991,6,lsf,3991,1,
3682,66,35,4,1,3,0.62,0.05236,2406.01492,19.3,0.4,3.4,2.264,28.28,0.18,-1.507,-3626,6,ssf,-3626,1,
3683,66,36,4,1,3,0.76,0.06431,2406.01492,26.7,0.3,2.9,2.264,28.28,0.18,13.264,31913,6,lsf,31913,1,10
3684,66,37,4,1,3,0.76,0.06455,2406.01492,25.5,0.3,3.0,2.264,28.28,0.18,13.428,32308,6,lsf,32308,1,10
3685,66,38,4,1,3,0.71,0.05209,2406.01492,4.9,0.3,5.5,2.264,28.28,0.18,2.562,6163,2,lsf,6163,1,
3686,66,39,4,1,3,0.57,0.04634,2406.01492,4.0,0.4,6.1,2.264,28.28,0.18,-6.952,-16726,2,lsf,-16726,1,
3687,66,40,4,1,3,0.7,0.04964,2406.01492,3.8,0.3,5.9,2.264,28.28,0.18,0.549,1321,3,lsf,1321,1,
3688,67,34,4,1,3,0.65,0.05777,2406.01492,16.4,0.4,3.3,2.264,28.28,0.18,3.071,7390,6,lsf,7390,1,
3689,67,35,4,1,3,0.88,0.0463,2406.01492,10.4,0.1,4.7,2.264,28.28,0.18,5.946,14305,2,lsf,14305,1,
3690,67,36,4,1,3,0.88,0.04562,2406.01492,10.7,0.1,4.7,2.264,28.28,0.18,5.407,13009,2,ssf,13009,1,10
3691,67,37,4,1,3,0.89,0.04704,2406.01492,5.4,0.1,4.5,2.264,28.28,0.18,6.955,16734,2,lsf,16734,1,
3692,67,38,4,1,3,0.74,0.05837,2406.01492,6.6,0.3,5.1,2.264,28.28,0.18,8.15,19610,2,lsf,19610,1,
3693,67,39,4,1,3,0.71,0.06966,2406.01492,4.8,0.4,5.3,2.264,28.28,0.18,13.789,33176,2,lsf,33176,1,
3694,68,34,4,1,3,0.58,0.05953,2406.01492,12.1,0.5,3.9,2.264,28.28,0.18,0.351,844,6,lsf,844,1,
3695,68,35,4,1,3,0.57,0.05758,2406.01492,12.5,0.5,3.8,2.264,28.28,0.18,-1.185,-2852,6,lsf,-2852,1,
3696,68,36,4,1,3,0.95,0.11144,2406.01492,5.6,0.1,4.0,2.264,28.28,0.18,64.557,155326,2,hsf,155326,1,
3697,68,37,4,1,3,0.95,0.12072,2406.01492,4.5,0.1,4.1,2.264,28.28,0.18,72.492,174416,2,smf,174416,1,
3698,69,35,4,1,3,0.64,0.05607,2406.01492,0.5,0.4,6.5,2.264,28.28,0.18,1.572,3783,3,lsf,3783,1,
3699,69,36,4,1,3,0.94,0.09217,2406.01492,2.5,0.1,4.0,2.264,28.28,0.18,47.252,113689,3,hsf,113689,1,
3700,52,49,5,1,3,0.61,0.06471,2406.01492,8.0,0.8,1.8,2.253,28.28,0.18,4.813,11580,7,lsf,11580,1,
3701,53,46,5,1,3,0.67,0.07681,2406.01492,8.7,0.7,2.2,2.253,28.28,0.18,15.603,37542,7,msf,37542,1,
3702,53,47,5,1,3,0.75,0.09863,2406.01492,8.8,0.7,2.2,2.253,28.28,0.18,35.862,86285,7,hsf,86285,1,
3703,53,48,5,1,3,0.7,0.0989,2406.01492,8.6,0.6,2.2,2.253,28.28,0.18,31.594,76016,1,hsf,76016,1,
3704,53,49,5,1,3,0.66,0.08715,2406.01492,9.0,0.6,2.0,2.253,28.28,0.18,21.054,50656,1,msf,50656,1,
3705,53,50,5,1,3,0.65,0.07203,2406.01492,9.0,0.5,1.9,2.253,28.28,0.18,11.425,27488,1,lsf,27488,1,
3706,54,44,5,1,3,0.56,0.05609,2406.01492,12.0,0.5,1.6,2.253,28.28,0.18,-2.444,-5879,1,lsf,-5879,1,
3707,54,45,5,1,3,0.67,0.07598,2406.01492,13.6,0.5,1.3,2.253,28.28,0.18,15.103,36338,6,msf,36338,1,
3708,54,46,5,1,3,0.86,0.11164,2406.01492,2.0,0.3,6.0,2.253,28.28,0.18,55.696,134006,3,hsf,134006,1,
3709,54,47,5,1,3,0.74,0.11854,2406.01492,0.8,0.6,4.2,2.253,28.28,0.18,48.235,116053,3,hsf,116053,1,
3710,54,48,5,1,3,0.86,0.11682,2406.01492,2.0,0.3,5.9,2.253,28.28,0.18,59.706,143653,3,hsf,143653,1,8
3711,54,49,5,1,3,0.85,0.07062,2406.01492,2.3,0.2,5.8,2.253,28.28,0.18,23.311,56087,3,lsf,56087,1,8
3712,54,50,5,1,3,0.5,0.04926,2406.01492,9.2,0.5,2.0,2.253,28.28,0.18,-8.546,-20562,1,lsf,-20562,1,
3713,55,38,5,1,3,0.65,0.04327,2406.01492,0.8,0.3,3.1,2.253,28.28,0.18,-5.4,-12993,4,ssf,-12993,1,
3714,55,39,5,1,3,0.51,0.03013,2406.01492,0.8,0.3,3.0,2.253,28.28,0.18,-16.883,-40622,4,ssf,-40622,1,
3715,55,42,5,1,3,0.21,0.03114,2406.01492,3.3,0.5,2.7,2.253,28.28,0.18,-24.828,-59735,4,ssf,-59735,1,
3716,55,44,5,1,3,0.65,0.0707,2406.01492,1.5,0.7,2.0,2.253,28.28,0.18,10.647,25616,8,lsf,25616,1,
3717,55,45,5,1,3,0.75,0.1013,2406.01492,1.5,0.5,3.0,2.253,28.28,0.18,37.665,90621,4,hsf,90621,1,9
3718,55,46,5,1,3,0.88,0.09082,2406.01492,3.5,0.2,5.6,2.253,28.28,0.18,41.216,99167,3,hsf,99167,1,8
3719,55,47,5,1,3,0.89,0.10113,2406.01492,3.1,0.2,5.6,2.253,28.28,0.18,50.292,121004,3,hsf,121004,1,8
3720,55,48,5,1,3,0.88,0.08524,2406.01492,3.1,0.2,5.6,2.253,28.28,0.18,36.797,88534,3,msf,88534,1,8
3721,55,49,5,1,3,0.76,0.06244,2406.01492,4.9,0.3,6.6,2.253,28.28,0.18,11.996,28862,2,lsf,28862,1,7
3722,55,50,5,1,3,0.82,0.087,2406.01492,4.0,0.3,7.1,2.253,28.28,0.18,33.493,80585,2,msf,80585,1,7
3723,55,51,5,1,3,0.84,0.06522,2406.01492,3.2,0.2,7.6,2.253,28.28,0.18,18.593,44736,3,lsf,44736,1,
3724,56,37,5,1,3,0.73,0.05641,2406.01492,0.8,0.3,3.2,2.253,28.28,0.18,6.348,15274,4,lsf,15274,1,
3725,56,39,5,1,3,0.6,0.03754,2406.01492,0.8,0.3,3.2,2.253,28.28,0.18,-10.441,-25122,4,ssf,-25122,1,
3726,56,42,5,1,3,0.28,0.03405,2406.01492,3.3,0.5,3.5,2.253,28.28,0.18,-22.132,-53251,3,ssf,-53251,1,
3727,56,43,5,1,3,0.58,0.05891,2406.01492,18.4,0.5,0.9,2.253,28.28,0.18,0.038,91,6,lsf,91,1,
3728,56,44,5,1,3,0.59,0.06013,2406.01492,18.3,0.5,0.8,2.253,28.28,0.18,1.216,2926,6,lsf,2926,1,
3729,56,45,5,1,3,0.43,0.052,2406.01492,17.2,0.6,1.1,2.253,28.28,0.18,-10.589,-25477,6,ssf,-25477,1,10
3730,56,46,5,1,3,0.47,0.05559,2406.01492,12.3,0.6,2.2,2.253,28.28,0.18,-7.198,-17320,6,ssf,-17320,1,10
3731,56,47,5,1,3,0.84,0.06497,2406.01492,6.9,0.2,4.6,2.253,28.28,0.18,18.404,44281,2,lsf,44281,1,7
3732,56,48,5,1,3,0.9,0.05688,2406.01492,5.3,0.1,5.5,2.253,28.28,0.18,15.36,36956,2,lsf,36956,1,7
