id,x,y,z,tonn,blockvalue,destination,au,ag,cu,period
10085,43,30,44,4914.0,2397,1,0.014,1.046,0.092,1
10086,44,30,44,4290.0,5138,1,0.011,0.824,0.259,2
10087,45,30,44,4290.0,13304,1,0.013,1.182,0.153,2
10088,46,30,44,4243.2,20719,1,0.02,1.108,0.104,2
10089,47,30,44,4243.2,24197,1,0.018,1.108,0.216,2
10090,48,30,44,4243.2,24974,1,0.019,0.999,0.23,2
10091,49,30,44,4243.2,29125,1,0.022,0.999,0.199,3
10092,50,30,44,4243.2,29902,1,0.029,0.999,0.076,5
10093,1,31,44,3978.0,-6762,0,0.0,1.108,0.0,
10094,2,31,44,3120.0,-4087,1,0.0,1.108,0.0,
10095,3,31,44,3120.0,-4087,1,0.0,1.108,0.0,
10096,4,31,44,3120.0,-4087,1,0.0,1.108,0.0,
10097,5,31,44,3120.0,-4087,1,0.0,1.108,0.0,
10098,6,31,44,3120.0,-4087,1,0.0,1.108,0.0,
10099,7,31,44,3120.0,-4087,1,0.0,1.108,0.0,4
10100,8,31,44,3120.0,-4087,1,0.0,1.108,0.0,1
10101,9,31,44,3120.0,-4087,1,0.0,1.108,0.0,0
10102,10,31,44,3120.0,-4087,1,0.0,1.108,0.0,0
10103,11,31,44,3120.0,-4087,1,0.0,1.108,0.0,0
10104,12,31,44,3120.0,-4087,1,0.0,1.108,0.0,0
10105,39,31,44,4914.0,43733,1,0.035,0.863,0.092,0
10106,40,31,44,4914.0,36534,1,0.031,0.863,0.107,0
10107,41,31,44,4914.0,12055,1,0.02,0.863,0.121,0
10108,42,31,44,4914.0,-4018,1,0.015,0.863,0.072,1
10109,43,31,44,4290.0,6570,1,0.015,0.961,0.143,1
10110,44,31,44,4290.0,-4313,1,0.01,1.182,0.089,1
10111,45,31,44,4290.0,11852,1,0.015,1.182,0.136,2
10112,46,31,44,4243.2,3825,1,0.016,1.108,0.076,3
10113,47,31,44,4243.2,4628,1,0.015,1.108,0.107,3
10114,48,31,44,4243.2,18064,1,0.022,0.999,0.112,2
10115,49,31,44,4243.2,58379,1,0.041,0.999,0.109,2
10116,50,31,44,4243.2,38081,1,0.032,0.999,0.082,5
10117,1,32,44,3978.0,-6762,0,0.0,1.108,0.0,
10118,2,32,44,3120.0,-4087,1,0.0,1.108,0.0,
10119,3,32,44,3120.0,-4087,1,0.0,1.108,0.0,
10120,4,32,44,3120.0,-4087,1,0.0,1.108,0.0,
10121,5,32,44,3120.0,-4087,1,0.0,1.108,0.0,
10122,6,32,44,3120.0,-4087,1,0.0,1.108,0.0,
10123,7,32,44,3120.0,-4087,1,0.0,1.108,0.0,5
10124,8,32,44,3120.0,-4087,1,0.0,1.108,0.0,3
10125,9,32,44,3120.0,-4087,1,0.0,1.108,0.0,1
10126,10,32,44,3120.0,-4087,1,0.0,1.108,0.0,0
10127,11,32,44,3120.0,-4087,1,0.0,1.108,0.0,0
10128,12,32,44,3120.0,-4087,1,0.0,1.108,0.0,0
10129,40,32,44,4914.0,46820,1,0.035,0.863,0.115,0
10130,41,32,44,4914.0,17031,1,0.022,0.863,0.113,0
10131,42,32,44,4914.0,8713,1,0.02,0.863,0.089,1
10132,43,32,44,4290.0,-7293,0,0.0,1.108,0.0,1
10133,44,32,44,4290.0,7586,1,0.015,1.182,0.119,1
10134,45,32,44,4243.2,-4749,1,0.01,1.108,0.104,2
10135,46,32,44,4243.2,-4283,1,0.012,1.108,0.082,3
10136,47,32,44,4243.2,260,1,0.015,0.999,0.067,4
10137,48,32,44,4243.2,28164,1,0.027,0.999,0.107,2
10138,49,32,44,4243.2,104875,1,0.065,0.999,0.093,2
10139,50,32,44,4243.2,34730,1,0.03,0.999,0.089,3
10140,1,33,44,3978.0,-6762,0,0.0,1.108,0.0,
10141,2,33,44,3120.0,-4087,1,0.0,1.108,0.0,
10142,3,33,44,3120.0,-4087,1,0.0,1.108,0.0,
10143,4,33,44,3120.0,-4087,1,0.0,1.108,0.0,
10144,5,33,44,3120.0,-4087,1,0.0,1.108,0.0,
10145,6,33,44,3120.0,-4087,1,0.0,1.108,0.0,
10146,7,33,44,3120.0,-4087,1,0.0,1.108,0.0,
10147,8,33,44,3120.0,-4087,1,0.0,1.108,0.0,5
10148,9,33,44,3120.0,-4087,1,0.0,1.108,0.0,3
10149,10,33,44,3120.0,-4087,1,0.0,1.108,0.0,1
10150,11,33,44,3120.0,-4087,1,0.0,1.108,0.0,0
10151,12,33,44,3120.0,-4087,1,0.0,1.108,0.0,0
10152,41,33,44,4914.0,27858,1,0.028,0.863,0.089,0
10153,42,33,44,4914.0,11352,1,0.02,0.863,0.104,0
10154,43,33,44,4290.0,20776,1,0.02,1.182,0.133,1
10155,44,33,44,4290.0,18178,1,0.022,1.182,0.115,1
10156,45,33,44,4243.2,-5749,1,0.01,1.108,0.113,2
10157,46,33,44,4243.2,-1672,1,0.013,1.108,0.094,4
10158,47,33,44,4243.2,18342,1,0.016,0.999,0.219,2
10159,48,33,44,4243.2,83122,1,0.044,0.999,0.281,2
10160,49,33,44,4243.2,126052,1,0.074,0.999,0.11,2
10161,50,33,44,4243.2,39395,1,0.032,0.999,0.098,3
10162,1,34,44,3978.0,-6762,0,0.0,1.108,0.0,
10163,2,34,44,3978.0,-6762,0,0.0,1.108,0.0,
10164,3,34,44,3120.0,-4087,1,0.0,1.108,0.0,
10165,4,34,44,3120.0,-4087,1,0.0,1.108,0.0,
10166,5,34,44,3120.0,-4087,1,0.0,1.108,0.0,
10167,6,34,44,3120.0,-4087,1,0.0,1.108,0.0,
10168,7,34,44,3120.0,-4087,1,0.0,1.108,0.0,
10169,8,34,44,3120.0,-4087,1,0.0,1.108,0.0,
10170,9,34,44,3120.0,-4087,1,0.0,1.108,0.0,5
10171,10,34,44,3120.0,-4087,1,0.0,1.108,0.0,2
10172,11,34,44,3120.0,-4087,1,0.0,1.108,0.0,1
10173,12,34,44,3120.0,-4087,1,0.0,1.108,0.0,0
10174,41,34,44,4914.0,17188,1,0.024,0.863,0.08,0
10175,42,34,44,4914.0,4325,1,0.019,0.863,0.073,0
10176,43,34,44,4290.0,22061,1,0.022,1.182,0.129,0
10177,44,34,44,4243.2,-5153,1,0.01,1.108,0.107,1
10178,45,34,44,4243.2,-3712,1,0.01,1.108,0.128,2
10179,46,34,44,4243.2,-1157,1,0.013,0.999,0.107,3
10180,47,34,44,4243.2,17414,1,0.021,0.999,0.104,2
10181,48,34,44,4243.2,137388,1,0.066,0.999,0.359,2
10182,49,34,44,4243.2,109464,1,0.059,0.999,0.252,2
10183,50,34,44,4243.2,47357,1,0.032,0.999,0.211,2
10184,1,35,44,3978.0,-6762,0,0.0,1.108,0.0,
10185,2,35,44,3978.0,-6762,0,0.0,1.108,0.0,
10186,3,35,44,3978.0,-6762,0,0.0,1.108,0.0,
10187,4,35,44,3120.0,-4087,1,0.0,1.108,0.0,
10188,5,35,44,3120.0,-4087,1,0.0,1.108,0.0,
10189,6,35,44,3120.0,-4087,1,0.0,1.108,0.0,
10190,7,35,44,3120.0,-4087,1,0.0,1.108,0.0,
10191,8,35,44,3120.0,-4087,1,0.0,1.108,0.0,
10192,10,35,44,3120.0,-4087,1,0.0,1.108,0.0,2
10193,11,35,44,3120.0,-4087,1,0.0,1.108,0.0,2
10194,12,35,44,3120.0,-4087,1,0.0,1.108,0.0,1
10195,41,35,44,4914.0,12526,1,0.022,0.863,0.083,0
10196,42,35,44,4290.0,16420,1,0.019,1.182,0.13,0
10197,43,35,44,4290.0,20005,1,0.018,1.182,0.174,0
10198,44,35,44,4243.2,-5868,1,0.009,1.108,0.112,1
10199,45,35,44,4243.2,-1385,1,0.012,1.108,0.113,2
10200,46,35,44,4243.2,1145,1,0.013,0.999,0.127,3
10201,47,35,44,4243.2,24035,1,0.022,0.999,0.123,2
10202,48,35,44,4243.2,124390,1,0.055,0.999,0.463,2
10203,49,35,44,4180.8,57681,1,0.035,0.999,0.337,2
10204,50,35,44,4243.2,11811,1,0.026,0.999,0.0,3
10205,1,36,44,3978.0,-6762,0,0.0,1.108,0.0,
10206,2,36,44,3978.0,-6762,0,0.0,1.108,0.0,
10207,3,36,44,3978.0,-6762,0,0.0,1.108,0.0,
10208,4,36,44,3978.0,-6762,0,0.0,1.108,0.0,
10209,5,36,44,3120.0,-4087,1,0.0,1.108,0.0,
10210,6,36,44,3120.0,-4087,1,0.0,1.108,0.0,
10211,7,36,44,3120.0,-4087,1,0.0,1.108,0.0,
10212,8,36,44,3120.0,-4087,1,0.0,1.108,0.0,
10213,11,36,44,3120.0,-4087,1,0.0,1.108,0.0,2
10214,12,36,44,3120.0,-4087,1,0.0,1.108,0.0,2
10215,41,36,44,4914.0,20897,1,0.026,0.863,0.079,0
10216,42,36,44,4290.0,16193,1,0.017,1.182,0.164,0
10217,43,36,44,4243.2,-7213,0,0.008,1.108,0.087,0
10218,44,36,44,4243.2,-7213,0,0.01,1.108,0.084,0
10219,45,36,44,4243.2,-1449,1,0.012,1.108,0.122,2
10220,46,36,44,4243.2,-3656,1,0.011,0.999,0.111,3
10221,47,36,44,4243.2,18564,1,0.02,0.999,0.124,2
10222,48,36,44,4243.2,42027,1,0.027,0.999,0.217,2
10223,49,36,44,4243.2,11228,1,0.026,0.999,0.0,3
10224,50,36,44,4243.2,8780,1,0.025,0.999,0.0,3
10225,2,37,44,3978.0,-6762,0,0.0,1.108,0.0,
10226,3,37,44,3978.0,-6762,0,0.0,1.108,0.0,
10227,4,37,44,3978.0,-6762,0,0.0,1.108,0.0,
10228,5,37,44,3978.0,-6762,0,0.0,1.108,0.0,
10229,6,37,44,3120.0,-4087,1,0.0,1.108,0.0,
10230,7,37,44,3120.0,-4087,1,0.0,1.108,0.0,
10231,8,37,44,3120.0,-4087,1,0.0,1.108,0.0,
10232,12,37,44,3120.0,-4087,1,0.0,1.108,0.0,2
10233,42,37,44,4243.2,-7213,0,0.007,1.108,0.074,0
10234,43,37,44,4243.19,-7213,0,0.006,1.108,0.078,0
10235,44,37,44,4243.2,-7213,0,0.009,1.108,0.085,0
10236,45,37,44,4243.2,-4840,1,0.012,0.999,0.084,2
10237,46,37,44,4243.2,-3429,1,0.012,0.999,0.105,4
10238,47,37,44,4243.2,5043,1,0.016,0.999,0.096,3
10239,48,37,44,4243.2,-4789,1,0.018,0.999,0.0,5
10240,49,37,44,4243.2,1500,1,0.021,0.999,0.0,5
10241,2,38,44,3978.0,-6762,0,0.0,1.108,0.0,
10242,3,38,44,3978.0,-6762,0,0.0,1.108,0.0,
10243,4,38,44,3978.0,-6762,0,0.0,1.108,0.0,
10244,5,38,44,3978.0,-6762,0,0.0,1.108,0.0,
10245,6,38,44,3120.0,-4087,1,0.0,1.108,0.0,
10246,7,38,44,3120.0,-4087,1,0.0,1.108,0.0,
10247,8,38,44,3120.0,-4087,1,0.0,1.108,0.0,
10248,43,38,44,4243.19,-7213,0,0.006,1.108,0.079,0
10249,44,38,44,4243.2,-5014,1,0.009,1.108,0.126,0
10250,45,38,44,4243.2,-2000,1,0.011,0.999,0.124,2
10251,46,38,44,4243.2,-7213,0,0.012,0.999,0.069,5
10252,47,38,44,4243.2,-7213,0,0.012,0.999,0.043,
10253,48,38,44,4243.2,-5670,1,0.017,0.999,0.0,
10254,49,38,44,4243.2,-2264,1,0.019,0.999,0.0,
10255,3,39,44,3978.0,-6762,0,0.0,1.108,0.0,
10256,4,39,44,3978.0,-6762,0,0.0,1.108,0.0,
10257,5,39,44,3978.0,-6762,0,0.0,1.108,0.0,
10258,6,39,44,3978.0,-6762,0,0.0,1.108,0.0,
10259,7,39,44,3120.0,-4087,1,0.0,1.108,0.0,
10260,8,39,44,3120.0,-4087,1,0.0,1.108,0.0,
10261,47,39,44,4243.2,-7213,0,0.012,0.999,0.0,
10262,48,39,44,4243.2,-5642,1,0.017,0.999,0.0,
10263,3,40,44,3978.0,-6762,0,0.0,1.108,0.0,
10264,4,40,44,3978.0,-6762,0,0.0,1.108,0.0,
10265,5,40,44,3978.0,-6762,0,0.0,1.108,0.0,
10266,6,40,44,3978.0,-6762,0,0.0,1.108,0.0,
10267,7,40,44,3120.0,-4087,1,0.0,1.108,0.0,
10268,8,40,44,3120.0,-4087,1,0.0,1.108,0.0,
10269,47,40,44,4243.2,-7213,0,0.012,0.999,0.0,
10270,48,40,44,4243.2,-3954,1,0.018,0.999,0.0,
10271,4,41,44,3978.0,-6762,0,0.0,1.108,0.0,
10272,5,41,44,3978.0,-6762,0,0.0,1.108,0.0,
10273,6,41,44,3978.0,-6762,0,0.0,1.108,0.0,
10274,7,41,44,3978.0,-6762,0,0.0,1.108,0.0,
10275,8,41,44,3120.0,-4087,1,0.0,1.108,0.0,
10276,5,42,44,3978.0,-6762,0,0.0,1.108,0.0,
10277,6,42,44,3978.0,-6762,0,0.0,1.108,0.0,
10278,7,42,44,3978.0,-6762,0,0.0,1.108,0.0,
10279,8,42,44,3120.0,-4087,1,0.0,1.108,0.0,
10280,7,43,44,3978.0,-6762,0,0.0,1.108,0.0,
10281,32,7,43,3120.0,-5116,0,0.0,1.108,0.0,
10282,33,7,43,3120.0,-5116,0,0.0,1.108,0.0,
10283,34,7,43,3120.0,-5116,0,0.0,1.108,0.0,
10284,21,8,43,3120.0,-4087,1,0.0,1.108,0.0,
10285,22,8,43,3120.0,-4087,1,0.0,1.108,0.0,
10286,23,8,43,3120.0,-4087,1,0.0,1.108,0.0,
10287,24,8,43,3120.0,-4087,1,0.0,1.108,0.0,
10288,25,8,43,3120.0,-4087,1,0.0,1.108,0.0,
10289,26,8,43,3120.0,-4087,1,0.0,1.108,0.0,
10290,27,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10291,28,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10292,29,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10293,31,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10294,32,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10295,33,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10296,34,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10297,35,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10298,36,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10299,37,8,43,3120.0,-5116,0,0.0,1.108,0.0,
10300,13,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10301,14,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10302,15,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10303,16,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10304,17,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10305,18,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10306,19,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10307,20,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10308,21,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10309,22,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10310,23,9,43,3120.0,-4087,1,0.0,1.108,0.0,
10311,24,9,43,3120.0,-4087,1,0.0,1.108,0.0,5
10312,25,9,43,3120.0,-4087,1,0.0,1.108,0.0,5
10313,26,9,43,3120.0,-4087,1,0.0,1.108,0.0,5
10314,27,9,43,3120.0,-5116,0,0.0,1.108,0.0,5
10315,28,9,43,3120.0,-5116,0,0.0,1.108,0.0,4
10316,29,9,43,3120.0,-5116,0,0.0,1.108,0.0,4
10317,30,9,43,3120.0,-5116,0,0.0,1.108,0.0,4
10318,31,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10319,32,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10320,33,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10321,34,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10322,35,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10323,36,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10324,37,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10325,38,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10326,39,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10327,40,9,43,3120.0,-5116,0,0.0,1.108,0.0,
10328,11,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10329,12,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10330,13,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10331,14,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10332,15,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10333,16,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10334,17,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10335,18,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10336,19,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10337,20,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10338,21,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10339,22,10,43,3120.0,-4087,1,0.0,1.108,0.0,
10340,23,10,43,3120.0,-4087,1,0.0,1.108,0.0,5
10341,24,10,43,3120.0,-4087,1,0.0,1.108,0.0,5
10342,25,10,43,3120.0,-4087,1,0.0,1.108,0.0,5
10343,26,10,43,3120.0,-4087,1,0.0,1.108,0.0,5
10344,27,10,43,3120.0,-5116,0,0.0,1.108,0.0,4
10345,28,10,43,3120.0,-5116,0,0.0,1.108,0.0,4
10346,29,10,43,3120.0,-5116,0,0.0,1.108,0.0,4
10347,30,10,43,3120.0,-5116,0,0.0,1.108,0.0,4
10348,31,10,43,3120.0,-5116,0,0.0,1.108,0.0,4
10349,32,10,43,3120.0,-5116,0,0.0,1.108,0.0,5
10350,33,10,43,3120.0,-5116,0,0.0,1.108,0.0,5
10351,34,10,43,3120.0,-5116,0,0.0,1.108,0.0,5
10352,35,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10353,36,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10354,37,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10355,38,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10356,39,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10357,40,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10358,41,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10359,42,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10360,43,10,43,3120.0,-5116,0,0.0,1.108,0.0,
10361,9,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10362,10,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10363,11,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10364,12,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10365,13,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10366,14,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10367,15,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10368,16,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10369,17,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10370,18,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10371,19,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10372,20,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10373,21,11,43,3120.0,-4087,1,0.0,1.108,0.0,
10374,22,11,43,3120.0,-4087,1,0.0,1.108,0.0,5
10375,23,11,43,3120.0,-4087,1,0.0,1.108,0.0,5
10376,24,11,43,3120.0,-4087,1,0.0,1.108,0.0,5
10377,25,11,43,3120.0,-4087,1,0.0,1.108,0.0,5
10378,26,11,43,3120.0,-4087,1,0.0,1.108,0.0,4
10379,27,11,43,3120.0,-4087,1,0.0,1.108,0.0,4
10380,28,11,43,3120.0,-5116,0,0.0,1.108,0.0,4
10381,29,11,43,3120.0,-5116,0,0.0,1.108,0.0,4
10382,30,11,43,3120.0,-5116,0,0.0,1.108,0.0,4
10383,31,11,43,3120.0,-5116,0,0.0,1.108,0.0,4
10384,32,11,43,3120.0,-5116,0,0.0,1.108,0.0,4
10385,33,11,43,3120.0,-5116,0,0.0,1.108,0.0,4
10386,34,11,43,3120.0,-5116,0,0.0,1.108,0.0,4
10387,35,11,43,3120.0,-5116,0,0.0,1.108,0.0,4
10388,36,11,43,3120.0,-5116,0,0.0,1.108,0.0,3
10389,37,11,43,3120.0,-5116,0,0.0,1.108,0.0,2
10390,38,11,43,3120.0,-5116,0,0.0,1.108,0.0,2
10391,39,11,43,3120.0,-5116,0,0.0,1.108,0.0,2
10392,40,11,43,3120.0,-5116,0,0.0,1.108,0.0,2
10393,41,11,43,3120.0,-5116,0,0.0,1.108,0.0,0
10394,42,11,43,4914.0,63567,1,0.046,1.046,0.076,0
10395,43,11,43,4914.0,207565,1,0.114,1.046,0.099,0
10396,44,11,43,4914.0,392284,1,0.194,1.046,0.259,0
10397,45,11,43,4914.0,261735,1,0.109,1.046,0.56,0
10398,46,11,43,4914.0,168322,1,0.055,1.046,0.682,0
10399,7,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10400,8,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10401,9,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10402,10,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10403,11,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10404,12,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10405,13,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10406,14,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10407,15,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10408,16,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10409,17,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10410,18,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10411,19,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10412,20,12,43,3120.0,-4087,1,0.0,1.108,0.0,
10413,21,12,43,3120.0,-4087,1,0.0,1.108,0.0,5
10414,22,12,43,3120.0,-4087,1,0.0,1.108,0.0,5
10415,23,12,43,3120.0,-4087,1,0.0,1.108,0.0,5
10416,24,12,43,3120.0,-4087,1,0.0,1.108,0.0,5
10417,25,12,43,3120.0,-4087,1,0.0,1.108,0.0,4
10418,26,12,43,3120.0,-4087,1,0.0,1.108,0.0,4
10419,27,12,43,3120.0,-4087,1,0.0,1.108,0.0,4
10420,28,12,43,3120.0,-5116,0,0.0,1.108,0.0,4
10421,29,12,43,3120.0,-5116,0,0.0,1.108,0.0,4
10422,30,12,43,3120.0,-5116,0,0.0,1.108,0.0,4
10423,31,12,43,3120.0,-5116,0,0.0,1.108,0.0,4
10424,32,12,43,3120.0,-5116,0,0.0,1.108,0.0,4
10425,33,12,43,3120.0,-5116,0,0.0,1.108,0.0,4
10426,34,12,43,3120.0,-5116,0,0.0,1.108,0.0,4
10427,35,12,43,3120.0,-5116,0,0.0,1.108,0.0,3
10428,36,12,43,3120.0,-5116,0,0.0,1.108,0.0,2
10429,37,12,43,3120.0,-5116,0,0.0,1.108,0.0,1
10430,38,12,43,4914.0,-8402,0,0.0,1.108,0.0,0
10431,39,12,43,4914.0,58444,1,0.04,1.046,0.145,0
10432,40,12,43,4914.0,34909,1,0.032,1.046,0.097,0
10433,41,12,43,4914.0,25527,1,0.029,1.046,0.072,0
10434,42,12,43,4914.0,56821,1,0.043,1.046,0.076,0
10435,43,12,43,4914.0,100764,1,0.063,1.046,0.094,0
10436,44,12,43,4914.0,140353,1,0.071,1.046,0.259,0
10437,45,12,43,4914.0,164702,1,0.059,1.046,0.606,0
10438,46,12,43,4914.0,116306,1,0.036,1.046,0.625,0
10439,47,12,43,4290.0,34015,1,0.02,1.182,0.26,1
10440,48,12,43,4290.0,34698,1,0.017,1.182,0.318,2
10441,6,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10442,7,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10443,8,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10444,9,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10445,10,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10446,11,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10447,12,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10448,13,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10449,14,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10450,15,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10451,16,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10452,17,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10453,18,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10454,19,13,43,3120.0,-4087,1,0.0,1.108,0.0,
10455,20,13,43,3120.0,-4087,1,0.0,1.108,0.0,5
10456,21,13,43,3120.0,-4087,1,0.0,1.108,0.0,5
10457,22,13,43,3120.0,-4087,1,0.0,1.108,0.0,5
10458,23,13,43,3120.0,-4087,1,0.0,1.108,0.0,5
10459,24,13,43,3120.0,-4087,1,0.0,1.108,0.0,4
10460,25,13,43,3120.0,-4087,1,0.0,1.108,0.0,4
10461,26,13,43,3120.0,-4087,1,0.0,1.108,0.0,4
10462,27,13,43,3977.99,-6802,0,0.01,0.975,0.061,4
10463,28,13,43,3978.0,-6802,0,0.012,0.975,0.089,4
10464,29,13,43,3978.0,-6802,0,0.012,0.975,0.072,4
10465,30,13,43,4056.0,-6935,0,0.014,0.975,0.085,4
10466,31,13,43,4055.99,-6935,0,0.01,0.975,0.054,4
10467,32,13,43,4149.6,-7095,0,0.011,0.975,0.054,4
10468,33,13,43,4914.0,-4908,1,0.014,1.046,0.066,4
10469,34,13,43,4914.0,2597,1,0.019,1.046,0.056,3
10470,35,13,43,4914.0,29543,1,0.027,1.046,0.128,2
10471,36,13,43,4914.0,47702,1,0.038,1.046,0.1,1
10472,37,13,43,4914.0,96326,1,0.057,1.046,0.165,0
10473,38,13,43,4914.0,75847,1,0.05,1.046,0.13,0
10474,39,13,43,4914.0,69812,1,0.046,1.046,0.134,0
10475,40,13,43,4914.0,40354,1,0.035,1.046,0.088,0
10476,41,13,43,4914.0,34966,1,0.033,1.046,0.071,0
10477,42,13,43,4914.0,77954,1,0.053,1.046,0.078,0
10478,43,13,43,4914.0,60258,1,0.043,1.046,0.102,0
10479,44,13,43,4914.0,75675,1,0.041,1.046,0.24,0
10480,45,13,43,4914.0,101498,1,0.036,1.046,0.505,0
10481,46,13,43,4914.0,43813,1,0.015,1.046,0.416,1
10482,47,13,43,4290.0,26844,1,0.017,1.182,0.251,2
10483,48,13,43,4290.0,24798,1,0.015,1.182,0.292,2
10484,49,13,43,4243.2,-7255,0,0.009,1.038,0.068,
10485,6,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10486,7,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10487,8,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10488,9,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10489,10,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10490,11,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10491,12,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10492,13,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10493,14,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10494,15,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10495,16,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10496,17,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10497,18,14,43,3120.0,-4087,1,0.0,1.108,0.0,
10498,19,14,43,3120.0,-4087,1,0.0,1.108,0.0,5
10499,20,14,43,3120.0,-4087,1,0.0,1.108,0.0,5
10500,21,14,43,3120.0,-4087,1,0.0,1.108,0.0,5
10501,22,14,43,3120.0,-4087,1,0.0,1.108,0.0,5
10502,23,14,43,3120.0,-4087,1,0.0,1.108,0.0,5
10503,24,14,43,3120.0,-4087,1,0.0,1.108,0.0,4
