id,x,y,z,blockvalue,ton,destination,Au(oz/ton),period
31972,8,56,29,-1375,1041.67,0,0.006,6
31973,9,56,29,-1375,1041.67,0,0.013,4
31974,10,56,29,-1375,1041.67,0,0.014,4
31975,11,56,29,-1375,1041.67,0,0.014,4
31976,12,56,29,-1375,1041.67,0,0.015,4
31977,13,56,29,-1375,1041.67,0,0.021,4
31978,14,56,29,-1375,1041.67,0,0.034,4
31979,15,56,29,-1375,1041.67,0,0.047,4
31980,16,56,29,23552,1041.67,1,0.053,4
31981,17,56,29,18490,1041.67,1,0.047,4
31982,18,56,29,11740,1041.67,1,0.039,4
31983,19,56,29,-1375,1041.67,0,0.03,4
31984,20,56,29,-1375,1041.67,0,0.023,4
31985,21,56,29,-1375,1041.67,0,0.018,4
31986,22,56,29,-1375,1041.67,0,0.016,4
31987,23,56,29,-1375,1041.67,0,0.015,4
31988,24,56,29,-1375,1041.67,0,0.011,4
31989,25,56,29,-1375,1041.67,0,0.009,4
31990,26,56,29,-1375,1041.67,0,0.01,4
31991,27,56,29,-1375,1041.67,0,0.011,3
31992,28,56,29,-1375,1041.67,0,0.014,3
31993,29,56,29,-1361,1031.25,0,0.016,2
31994,30,56,29,-1361,1031.25,0,0.017,2
31995,31,56,29,-1361,1031.25,0,0.017,2
31996,32,56,29,-1361,1031.25,0,0.017,2
31997,33,56,29,-1361,1031.25,0,0.017,2
31998,34,56,29,-1368,1041.67,0,0.018,2
31999,35,56,29,-1375,1041.67,0,0.017,2
32000,36,56,29,-1375,1041.67,0,0.02,2
32001,37,56,29,-1375,1041.67,0,0.023,3
32002,38,56,29,3302,1041.67,1,0.029,3
32003,39,56,29,10896,1041.67,1,0.038,5
32004,40,56,29,15115,1041.67,1,0.043,5
32005,41,56,29,16802,1041.67,1,0.045,6
32006,42,56,29,26927,1041.67,1,0.057,6
32007,43,56,29,37052,1041.67,1,0.069,5
32008,44,56,29,48021,1041.67,1,0.082,3
32009,45,56,29,53083,1041.67,1,0.088,3
32010,46,56,29,53083,1041.67,1,0.088,3
32011,47,56,29,55615,1041.67,1,0.091,3
32012,48,56,29,60677,1041.67,1,0.097,3
32013,49,56,29,61521,1041.67,1,0.098,3
32014,50,56,29,-1375,1041.67,0,0.087,5
32015,51,56,29,-1375,1041.67,0,0.079,6
32016,52,56,29,-1375,1041.67,0,0.065,6
32017,53,56,29,-1375,1041.67,0,0.05,6
32018,54,56,29,-1375,1041.67,0,0.034,6
32019,55,56,29,-1375,1041.67,0,0.022,6
32020,56,56,29,-1375,1041.67,0,0.013,7
32021,57,56,29,-1375,1041.67,0,0.002,8
32022,58,56,29,-1375,1041.67,0,0.002,9
32023,7,57,29,-1286,979.17,0,0.001,8
32024,8,57,29,-1375,1041.67,0,0.007,6
32025,9,57,29,-1375,1041.67,0,0.012,4
32026,10,57,29,-1375,1041.67,0,0.013,4
32027,11,57,29,-1375,1041.67,0,0.014,4
32028,12,57,29,-1375,1041.67,0,0.016,4
32029,13,57,29,-1375,1041.67,0,0.019,4
32030,14,57,29,-1375,1041.67,0,0.036,4
32031,15,57,29,-1375,1041.67,0,0.054,4
32032,16,57,29,42115,1041.67,1,0.075,4
32033,17,57,29,24396,1041.67,1,0.054,4
32034,18,57,29,15115,1041.67,1,0.043,4
32035,19,57,29,-1375,1041.67,0,0.034,4
32036,20,57,29,-1375,1041.67,0,0.026,4
32037,21,57,29,-1375,1041.67,0,0.02,4
32038,22,57,29,-1375,1041.67,0,0.017,4
32039,23,57,29,-1375,1041.67,0,0.016,4
32040,24,57,29,-1375,1041.67,0,0.012,4
32041,25,57,29,-1375,1041.67,0,0.008,4
32042,26,57,29,-1375,1041.67,0,0.01,4
32043,27,57,29,-1375,1041.67,0,0.011,4
32044,28,57,29,-1375,1041.67,0,0.014,3
32045,29,57,29,-1375,1041.67,0,0.018,3
32046,30,57,29,-1375,1041.67,0,0.023,3
32047,31,57,29,-1375,1041.67,0,0.021,3
32048,32,57,29,-1375,1041.67,0,0.018,3
32049,33,57,29,-1375,1041.67,0,0.017,3
32050,34,57,29,-1375,1041.67,0,0.017,3
32051,35,57,29,-1375,1041.67,0,0.016,3
32052,36,57,29,-1375,1041.67,0,0.016,3
32053,37,57,29,-1375,1041.67,0,0.019,3
32054,38,57,29,-1375,1041.67,0,0.024,5
32055,39,57,29,6677,1041.67,1,0.033,5
32056,40,57,29,10896,1041.67,1,0.038,6
32057,41,57,29,12583,1041.67,1,0.04,6
32058,42,57,29,14271,1041.67,1,0.042,6
32059,43,57,29,22708,1041.67,1,0.052,6
32060,44,57,29,41271,1041.67,1,0.074,5
32061,45,57,29,49708,1041.67,1,0.084,3
32062,46,57,29,50552,1041.67,1,0.085,3
32063,47,57,29,55615,1041.67,1,0.091,3
32064,48,57,29,64052,1041.67,1,0.101,3
32065,49,57,29,65740,1041.67,1,0.103,3
32066,50,57,29,-1375,1041.67,0,0.092,5
32067,51,57,29,-1375,1041.67,0,0.082,6
32068,52,57,29,-1375,1041.67,0,0.07,6
32069,53,57,29,-1375,1041.67,0,0.057,6
32070,54,57,29,-1375,1041.67,0,0.044,6
32071,55,57,29,-1375,1041.67,0,0.033,6
32072,56,57,29,-1375,1041.67,0,0.014,7
32073,57,57,29,-1375,1041.67,0,0.002,7
32074,58,57,29,-1375,1041.67,0,0.002,8
32075,59,57,29,-1375,1041.67,0,0.002,
32076,6,58,29,-1210,916.67,0,0.001,9
32077,7,58,29,-1375,1041.67,0,0.002,8
32078,8,58,29,-1375,1041.67,0,0.005,6
32079,9,58,29,-1375,1041.67,0,0.012,4
32080,10,58,29,-1375,1041.67,0,0.014,4
32081,11,58,29,-1375,1041.67,0,0.014,4
32082,12,58,29,-1375,1041.67,0,0.015,4
32083,13,58,29,-1375,1041.67,0,0.021,4
32084,14,58,29,-1375,1041.67,0,0.036,4
32085,15,58,29,-1375,1041.67,0,0.05,4
32086,16,58,29,26927,1041.67,1,0.057,4
32087,17,58,29,22708,1041.67,1,0.052,4
32088,18,58,29,15115,1041.67,1,0.043,4
32089,19,58,29,-1375,1041.67,0,0.034,4
32090,20,58,29,-1375,1041.67,0,0.028,4
32091,21,58,29,-1375,1041.67,0,0.022,4
32092,22,58,29,-1375,1041.67,0,0.018,4
32093,23,58,29,-1375,1041.67,0,0.016,4
32094,24,58,29,-1375,1041.67,0,0.013,4
32095,25,58,29,-1375,1041.67,0,0.009,4
32096,26,58,29,-1375,1041.67,0,0.01,4
32097,27,58,29,-1375,1041.67,0,0.013,4
32098,28,58,29,-1375,1041.67,0,0.015,4
32099,29,58,29,-1375,1041.67,0,0.019,3
32100,30,58,29,9208,1041.67,1,0.036,3
32101,31,58,29,-1375,1041.67,0,0.026,3
32102,32,58,29,-1375,1041.67,0,0.018,3
32103,33,58,29,-1375,1041.67,0,0.016,3
32104,34,58,29,-1375,1041.67,0,0.016,3
32105,35,58,29,-1375,1041.67,0,0.016,3
32106,36,58,29,-1375,1041.67,0,0.019,3
32107,37,58,29,-1375,1041.67,0,0.016,5
32108,38,58,29,-1375,1041.67,0,0.019,5
32109,39,58,29,-1375,1041.67,0,0.026,5
32110,40,58,29,-1375,1041.67,0,0.034,6
32111,41,58,29,-1375,1041.67,0,0.038,6
32112,42,58,29,-1375,1041.67,0,0.039,6
32113,43,58,29,-1375,1041.67,0,0.048,6
32114,44,58,29,34521,1041.67,1,0.066,5
32115,45,58,29,43802,1041.67,1,0.077,4
32116,46,58,29,48865,1041.67,1,0.083,3
32117,47,58,29,59833,1041.67,1,0.096,3
32118,48,58,29,101177,1041.67,1,0.145,3
32119,49,58,29,81771,1041.67,1,0.122,3
32120,50,58,29,-1375,1041.67,0,0.094,5
32121,51,58,29,-1375,1041.67,0,0.082,5
32122,52,58,29,-1375,1041.67,0,0.075,6
32123,53,58,29,-1375,1041.67,0,0.063,6
32124,54,58,29,22708,1041.67,1,0.052,6
32125,55,58,29,-1375,1041.67,0,0.035,6
32126,56,58,29,-1375,1041.67,0,0.023,6
32127,57,58,29,-1375,1041.67,0,0.009,7
32128,58,58,29,-1375,1041.67,0,0.002,7
32129,59,58,29,-1375,1041.67,0,0.002,9
32130,6,59,29,-1375,1041.67,0,0.002,9
32131,7,59,29,-1375,1041.67,0,0.004,8
32132,8,59,29,-1375,1041.67,0,0.006,6
32133,9,59,29,-1375,1041.67,0,0.013,4
32134,10,59,29,-1375,1041.67,0,0.017,4
32135,11,59,29,-1375,1041.67,0,0.017,4
32136,12,59,29,-1375,1041.67,0,0.019,4
32137,13,59,29,-1375,1041.67,0,0.027,4
32138,14,59,29,-1375,1041.67,0,0.036,4
32139,15,59,29,-1375,1041.67,0,0.044,4
32140,16,59,29,20177,1041.67,1,0.049,4
32141,17,59,29,18490,1041.67,1,0.047,4
32142,18,59,29,15115,1041.67,1,0.043,4
32143,19,59,29,7521,1041.67,1,0.034,4
32144,20,59,29,-1375,1041.67,0,0.027,4
32145,21,59,29,-1375,1041.67,0,0.023,4
32146,22,59,29,-1375,1041.67,0,0.019,4
32147,23,59,29,-1375,1041.67,0,0.017,4
32148,24,59,29,-1375,1041.67,0,0.013,4
32149,25,59,29,-1375,1041.67,0,0.011,4
32150,26,59,29,-1375,1041.67,0,0.012,4
32151,27,59,29,-1375,1041.67,0,0.013,4
32152,28,59,29,-1375,1041.67,0,0.014,4
32153,29,59,29,-1375,1041.67,0,0.018,4
32154,30,59,29,-1375,1041.67,0,0.02,4
32155,31,59,29,-1375,1041.67,0,0.019,4
32156,32,59,29,-1375,1041.67,0,0.017,3
32157,33,59,29,-1375,1041.67,0,0.015,4
32158,34,59,29,-1375,1041.67,0,0.015,4
32159,35,59,29,-1375,1041.67,0,0.016,4
32160,36,59,29,-1375,1041.67,0,0.016,4
32161,37,59,29,-1375,1041.67,0,0.017,4
32162,38,59,29,-1375,1041.67,0,0.02,5
32163,39,59,29,-1375,1041.67,0,0.026,5
32164,40,59,29,-1375,1041.67,0,0.034,6
32165,41,59,29,-1375,1041.67,0,0.038,6
32166,42,59,29,-1375,1041.67,0,0.04,6
32167,43,59,29,-1375,1041.67,0,0.046,6
32168,44,59,29,-1375,1041.67,0,0.064,6
32169,45,59,29,41271,1041.67,1,0.074,5
32170,46,59,29,-1375,1041.67,0,0.082,6
32171,47,59,29,55615,1041.67,1,0.091,3
32172,48,59,29,69958,1041.67,1,0.108,3
32173,49,59,29,68271,1041.67,1,0.106,3
32174,50,59,29,-1375,1041.67,0,0.094,5
32175,51,59,29,-1375,1041.67,0,0.081,5
32176,52,59,29,-1375,1041.67,0,0.071,6
32177,53,59,29,-1375,1041.67,0,0.056,6
32178,54,59,29,21021,1041.67,1,0.05,6
32179,55,59,29,-1375,1041.67,0,0.043,6
32180,56,59,29,-1375,1041.67,0,0.03,6
32181,57,59,29,-1375,1041.67,0,0.013,6
32182,58,59,29,-1375,1041.67,0,0.013,7
32183,59,59,29,-1375,1041.67,0,0.014,9
32184,6,60,29,-1375,1041.67,0,0.005,9
32185,7,60,29,-1375,1041.67,0,0.006,8
32186,8,60,29,-1375,1041.67,0,0.011,7
32187,9,60,29,-1375,1041.67,0,0.015,4
32188,10,60,29,-1375,1041.67,0,0.019,4
32189,11,60,29,-1375,1041.67,0,0.021,4
32190,12,60,29,-1375,1041.67,0,0.024,4
32191,13,60,29,-1375,1041.67,0,0.03,4
32192,14,60,29,-1375,1041.67,0,0.036,4
32193,15,60,29,-1375,1041.67,0,0.04,4
32194,16,60,29,15115,1041.67,1,0.043,4
32195,17,60,29,15115,1041.67,1,0.043,4
32196,18,60,29,12583,1041.67,1,0.04,4
32197,19,60,29,9208,1041.67,1,0.036,4
32198,20,60,29,-1375,1041.67,0,0.027,4
32199,21,60,29,-1375,1041.67,0,0.025,4
32200,22,60,29,-1375,1041.67,0,0.021,4
32201,23,60,29,-1375,1041.67,0,0.017,4
32202,24,60,29,-1375,1041.67,0,0.016,4
32203,25,60,29,-1375,1041.67,0,0.014,4
32204,26,60,29,-1375,1041.67,0,0.014,4
32205,27,60,29,-1375,1041.67,0,0.014,4
32206,28,60,29,-1375,1041.67,0,0.014,4
32207,29,60,29,-1375,1041.67,0,0.015,4
32208,30,60,29,-1375,1041.67,0,0.016,4
32209,31,60,29,-1375,1041.67,0,0.016,4
32210,32,60,29,-1375,1041.67,0,0.015,4
32211,33,60,29,-1375,1041.67,0,0.014,4
32212,34,60,29,-1375,1041.67,0,0.015,4
32213,35,60,29,-1375,1041.67,0,0.016,4
32214,36,60,29,-1375,1041.67,0,0.016,4
32215,37,60,29,-1375,1041.67,0,0.019,4
32216,38,60,29,-1375,1041.67,0,0.021,4
32217,39,60,29,-1375,1041.67,0,0.025,5
32218,40,60,29,-1375,1041.67,0,0.031,5
32219,41,60,29,-1375,1041.67,0,0.038,6
32220,42,60,29,-1375,1041.67,0,0.043,6
32221,43,60,29,-1375,1041.67,0,0.049,6
32222,44,60,29,-1375,1041.67,0,0.058,6
32223,45,60,29,-1375,1041.67,0,0.068,6
32224,46,60,29,-1375,1041.67,0,0.076,6
32225,47,60,29,50552,1041.67,1,0.085,4
32226,48,60,29,54771,1041.67,1,0.09,4
32227,49,60,29,54771,1041.67,1,0.09,3
32228,50,60,29,53083,1041.67,1,0.088,4
32229,51,60,29,-1375,1041.67,0,0.081,6
32230,52,60,29,-1375,1041.67,0,0.063,6
32231,53,60,29,-1375,1041.67,0,0.055,6
32232,54,60,29,19333,1041.67,1,0.048,6
32233,55,60,29,-1375,1041.67,0,0.047,6
32234,56,60,29,-1375,1041.67,0,0.035,6
32235,57,60,29,-1375,1041.67,0,0.018,6
32236,58,60,29,-1375,1041.67,0,0.018,7
32237,59,60,29,-1375,1041.67,0,0.018,9
32238,60,60,29,-1375,1041.67,0,0.018,
32239,6,61,29,-1375,1041.67,0,0.007,9
32240,7,61,29,-1375,1041.67,0,0.009,8
32241,8,61,29,-1375,1041.67,0,0.014,7
32242,9,61,29,-1375,1041.67,0,0.017,4
32243,10,61,29,-1375,1041.67,0,0.019,4
32244,11,61,29,-1375,1041.67,0,0.025,4
32245,12,61,29,-1375,1041.67,0,0.03,4
32246,13,61,29,-1375,1041.67,0,0.034,4
32247,14,61,29,-1375,1041.67,0,0.037,4
32248,15,61,29,-1375,1041.67,0,0.039,4
32249,16,61,29,12583,1041.67,1,0.04,4
32250,17,61,29,13427,1041.67,1,0.041,4
32251,18,61,29,11740,1041.67,1,0.039,4
32252,19,61,29,8365,1041.67,1,0.035,4
32253,20,61,29,-1375,1041.67,0,0.03,4
32254,21,61,29,-1375,1041.67,0,0.025,4
32255,22,61,29,-1375,1041.67,0,0.024,4
32256,23,61,29,-1375,1041.67,0,0.021,4
32257,24,61,29,-1375,1041.67,0,0.019,4
32258,25,61,29,-1375,1041.67,0,0.018,4
32259,26,61,29,-1375,1041.67,0,0.016,4
32260,27,61,29,-1375,1041.67,0,0.015,4
32261,28,61,29,-1375,1041.67,0,0.014,4
32262,29,61,29,-1375,1041.67,0,0.014,4
32263,30,61,29,-1375,1041.67,0,0.014,4
32264,31,61,29,-1375,1041.67,0,0.014,4
32265,32,61,29,-1375,1041.67,0,0.013,4
32266,33,61,29,-1375,1041.67,0,0.013,4
32267,34,61,29,-1375,1041.67,0,0.013,4
32268,35,61,29,-1375,1041.67,0,0.014,4
32269,36,61,29,-1375,1041.67,0,0.017,4
32270,37,61,29,-1375,1041.67,0,0.019,4
32271,38,61,29,-1375,1041.67,0,0.022,4
32272,39,61,29,-1375,1041.67,0,0.025,5
32273,40,61,29,-1375,1041.67,0,0.028,5
32274,41,61,29,-1375,1041.67,0,0.04,6
32275,42,61,29,-1375,1041.67,0,0.045,6
32276,43,61,29,-1375,1041.67,0,0.05,6
32277,44,61,29,-1375,1041.67,0,0.057,6
32278,45,61,29,-1375,1041.67,0,0.063,6
32279,46,61,29,-1375,1041.67,0,0.069,6
32280,47,61,29,-1375,1041.67,0,0.073,6
32281,48,61,29,44646,1041.67,1,0.078,5
32282,49,61,29,46333,1041.67,1,0.08,5
32283,50,61,29,43802,1041.67,1,0.077,5
32284,51,61,29,-1375,1041.67,0,0.07,6
32285,52,61,29,-1375,1041.67,0,0.066,6
32286,53,61,29,-1375,1041.67,0,0.052,6
32287,54,61,29,18490,1041.67,1,0.047,6
32288,55,61,29,-1375,1041.67,0,0.04,6
32289,56,61,29,-1375,1041.67,0,0.023,6
32290,57,61,29,-1375,1041.67,0,0.023,6
32291,58,61,29,-1375,1041.67,0,0.022,7
32292,59,61,29,-1375,1041.67,0,0.022,8
32293,60,61,29,-1375,1041.67,0,0.0,
32294,6,62,29,-1375,1041.67,0,0.008,9
32295,7,62,29,-1375,1041.67,0,0.013,8
32296,8,62,29,-1375,1041.67,0,0.016,7
32297,9,62,29,-1375,1041.67,0,0.019,4
32298,10,62,29,-1375,1041.67,0,0.022,4
32299,11,62,29,-1375,1041.67,0,0.031,4
32300,12,62,29,-1375,1041.67,0,0.033,4
32301,13,62,29,-1375,1041.67,0,0.036,4
32302,14,62,29,-1375,1041.67,0,0.038,4
32303,15,62,29,-1375,1041.67,0,0.038,4
32304,16,62,29,12583,1041.67,1,0.04,4
32305,17,62,29,11740,1041.67,1,0.039,4
32306,18,62,29,10052,1041.67,1,0.037,4
32307,19,62,29,6677,1041.67,1,0.033,4
32308,20,62,29,-1375,1041.67,0,0.03,4
32309,21,62,29,-1375,1041.67,0,0.029,4
32310,22,62,29,-1375,1041.67,0,0.027,4
32311,23,62,29,-1375,1041.67,0,0.025,4
32312,24,62,29,-1375,1041.67,0,0.021,4
32313,25,62,29,-1375,1041.67,0,0.02,4
32314,26,62,29,-1375,1041.67,0,0.019,4
32315,27,62,29,-1375,1041.67,0,0.014,4
32316,28,62,29,-1375,1041.67,0,0.013,4
32317,29,62,29,-1375,1041.67,0,0.012,4
32318,30,62,29,-1375,1041.67,0,0.012,4
32319,31,62,29,-1375,1041.67,0,0.012,4
32320,32,62,29,-1375,1041.67,0,0.011,4
32321,33,62,29,-1375,1041.67,0,0.011,4
32322,34,62,29,-1375,1041.67,0,0.011,4
32323,35,62,29,-1375,1041.67,0,0.013,4
32324,36,62,29,-1375,1041.67,0,0.015,4
32325,37,62,29,-1375,1041.67,0,0.019,4
32326,38,62,29,-1375,1041.67,0,0.022,4
32327,39,62,29,-1375,1041.67,0,0.026,5
32328,40,62,29,-1375,1041.67,0,0.028,5
32329,41,62,29,-1375,1041.67,0,0.03,6
32330,42,62,29,-1375,1041.67,0,0.045,6
32331,43,62,29,-1375,1041.67,0,0.05,6
32332,44,62,29,-1375,1041.67,0,0.053,6
32333,45,62,29,-1375,1041.67,0,0.057,6
32334,46,62,29,-1375,1041.67,0,0.06,6
32335,47,62,29,-1375,1041.67,0,0.061,6
32336,48,62,29,31146,1041.67,1,0.062,6
32337,49,62,29,31990,1041.67,1,0.063,6
32338,50,62,29,28615,1041.67,1,0.059,6
32339,51,62,29,-1375,1041.67,0,0.058,6
32340,52,62,29,-1375,1041.67,0,0.056,6
32341,53,62,29,24396,1041.67,1,0.054,6
32342,54,62,29,21865,1041.67,1,0.051,6
32343,55,62,29,-1375,1041.67,0,0.043,6
32344,56,62,29,-1375,1041.67,0,0.034,6
32345,57,62,29,-1375,1041.67,0,0.035,6
32346,58,62,29,-1375,1041.67,0,0.0,6
32347,59,62,29,-1375,1041.67,0,0.0,7
32348,60,62,29,-1375,1041.67,0,0.0,9
32349,6,63,29,-1375,1041.67,0,0.01,9
32350,7,63,29,-1375,1041.67,0,0.014,7
32351,8,63,29,-1375,1041.67,0,0.019,5
32352,9,63,29,-1375,1041.67,0,0.022,4
32353,10,63,29,-1375,1041.67,0,0.024,4
32354,11,63,29,-1375,1041.67,0,0.029,4
32355,12,63,29,-1375,1041.67,0,0.035,4
32356,13,63,29,-1375,1041.67,0,0.036,4
32357,14,63,29,-1375,1041.67,0,0.039,4
32358,15,63,29,-1375,1041.67,0,0.04,4
32359,16,63,29,12583,1041.67,1,0.04,4
32360,17,63,29,-1375,1041.67,0,0.037,4
32361,18,63,29,8365,1041.67,1,0.035,4
32362,19,63,29,5833,1041.67,1,0.032,4
32363,20,63,29,-1375,1041.67,0,0.03,4
32364,21,63,29,-1375,1041.67,0,0.03,4
32365,22,63,29,-1375,1041.67,0,0.03,4
32366,23,63,29,-1375,1041.67,0,0.026,4
32367,24,63,29,-1375,1041.67,0,0.023,4
32368,25,63,29,-1375,1041.67,0,0.02,4
32369,26,63,29,-1375,1041.67,0,0.017,4
32370,27,63,29,-1375,1041.67,0,0.015,4
32371,28,63,29,-1375,1041.67,0,0.014,4
32372,29,63,29,-1375,1041.67,0,0.014,4
32373,30,63,29,-1375,1041.67,0,0.011,4
32374,31,63,29,-1375,1041.67,0,0.009,4
32375,32,63,29,-1375,1041.67,0,0.009,4
32376,33,63,29,-1375,1041.67,0,0.01,4
32377,34,63,29,-1375,1041.67,0,0.01,4
32378,35,63,29,-1375,1041.67,0,0.013,4
32379,36,63,29,-1375,1041.67,0,0.014,4
32380,37,63,29,-1375,1041.67,0,0.017,4
32381,38,63,29,-1375,1041.67,0,0.023,4
32382,39,63,29,-1375,1041.67,0,0.027,4
32383,40,63,29,-1375,1041.67,0,0.03,5
32384,41,63,29,-1375,1041.67,0,0.032,5
32385,42,63,29,-1375,1041.67,0,0.042,6
32386,43,63,29,-1375,1041.67,0,0.047,6
32387,44,63,29,-1375,1041.67,0,0.049,6
32388,45,63,29,-1375,1041.67,0,0.051,6
32389,46,63,29,-1375,1041.67,0,0.05,6
32390,47,63,29,-1375,1041.67,0,0.048,6
32391,48,63,29,-1375,1041.67,0,0.045,6
32392,49,63,29,14271,1041.67,1,0.042,6
32393,50,63,29,15958,1041.67,1,0.044,6
32394,51,63,29,-1375,1041.67,0,0.046,6
32395,52,63,29,-1375,1041.67,0,0.048,6
32396,53,63,29,-1375,1041.67,0,0.047,6
32397,54,63,29,15115,1041.67,1,0.043,6
32398,55,63,29,-1375,1041.67,0,0.031,6
32399,56,63,29,-1375,1041.67,0,0.032,6
32400,57,63,29,-1375,1041.67,0,0.034,6
32401,58,63,29,-1375,1041.67,0,0.035,6
32402,59,63,29,-1375,1041.67,0,0.035,7
32403,60,63,29,-1375,1041.67,0,0.0,9
32404,6,64,29,-1375,1041.67,0,0.008,9
32405,7,64,29,-1375,1041.67,0,0.015,7
32406,8,64,29,-1375,1041.67,0,0.021,5
32407,9,64,29,-1375,1041.67,0,0.024,4
32408,10,64,29,-1375,1041.67,0,0.026,4
32409,11,64,29,-1375,1041.67,0,0.029,4
32410,12,64,29,-1375,1041.67,0,0.034,4
32411,13,64,29,11740,1041.67,1,0.039,4
32412,14,64,29,-1375,1041.67,0,0.041,4
32413,15,64,29,-1375,1041.67,0,0.039,4
32414,16,64,29,11740,1041.67,1,0.039,4
32415,17,64,29,-1375,1041.67,0,0.039,4
32416,18,64,29,8365,1041.67,1,0.035,4
32417,19,64,29,4990,1041.67,1,0.031,4
32418,20,64,29,-1375,1041.67,0,0.029,4
32419,21,64,29,-1375,1041.67,0,0.029,4
32420,22,64,29,-1375,1041.67,0,0.028,4
32421,23,64,29,-1375,1041.67,0,0.028,4
32422,24,64,29,-1375,1041.67,0,0.028,4
32423,25,64,29,-1375,1041.67,0,0.027,4
32424,26,64,29,-1375,1041.67,0,0.022,4
32425,27,64,29,-1375,1041.67,0,0.02,4
32426,28,64,29,-1375,1041.67,0,0.018,4
32427,29,64,29,-1375,1041.67,0,0.016,4
32428,30,64,29,-1375,1041.67,0,0.01,4
32429,31,64,29,-1375,1041.67,0,0.008,4
32430,32,64,29,-1375,1041.67,0,0.007,4
32431,33,64,29,-1375,1041.67,0,0.008,4
32432,34,64,29,-1375,1041.67,0,0.008,4
32433,35,64,29,-1375,1041.67,0,0.01,4
32434,36,64,29,-1375,1041.67,0,0.012,4
32435,37,64,29,-1375,1041.67,0,0.017,4
32436,38,64,29,-1375,1041.67,0,0.024,4
32437,39,64,29,-1375,1041.67,0,0.03,4
32438,40,64,29,-1375,1041.67,0,0.034,5
32439,41,64,29,-1375,1041.67,0,0.035,5
32440,42,64,29,-1375,1041.67,0,0.035,6
32441,43,64,29,-1375,1041.67,0,0.044,6
32442,44,64,29,-1375,1041.67,0,0.045,6
32443,45,64,29,-1375,1041.67,0,0.045,6
32444,46,64,29,-1375,1041.67,0,0.042,6
32445,47,64,29,-1375,1041.67,0,0.036,6
32446,48,64,29,-1375,1041.67,0,0.03,6
32447,49,64,29,2458,1041.67,1,0.028,6
32448,50,64,29,-1375,1041.67,0,0.031,6
32449,51,64,29,-1375,1041.67,0,0.036,6
32450,52,64,29,-1375,1041.67,0,0.041,6
32451,53,64,29,-1375,1041.67,0,0.04,6
32452,54,64,29,-1375,1041.67,0,0.03,6
32453,55,64,29,-1375,1041.67,0,0.032,6
32454,56,64,29,-1375,1041.67,0,0.033,6
32455,57,64,29,-1375,1041.67,0,0.034,6
32456,58,64,29,-1375,1041.67,0,0.034,6
32457,59,64,29,-1375,1041.67,0,0.035,7
32458,60,64,29,-1375,1041.67,0,0.0,9
32459,6,65,29,-1375,1041.67,0,0.005,9
32460,7,65,29,-1375,1041.67,0,0.014,7
32461,8,65,29,-1375,1041.67,0,0.022,5
32462,9,65,29,-1375,1041.67,0,0.021,4
32463,10,65,29,-1375,1041.67,0,0.023,4
32464,11,65,29,-1375,1041.67,0,0.029,4
32465,12,65,29,-1375,1041.67,0,0.037,4
32466,13,65,29,16802,1041.67,1,0.045,4
32467,14,65,29,17646,1041.67,1,0.046,4
32468,15,65,29,-1375,1041.67,0,0.041,4
32469,16,65,29,-1375,1041.67,0,0.041,4
32470,17,65,29,-1375,1041.67,0,0.042,4
32471,18,65,29,9208,1041.67,1,0.036,4
32472,19,65,29,1615,1041.67,1,0.027,4
32473,20,65,29,-1375,1041.67,0,0.027,4
32474,21,65,29,-1375,1041.67,0,0.026,4
32475,22,65,29,-1375,1041.67,0,0.026,4
32476,23,65,29,-1375,1041.67,0,0.028,4
32477,24,65,29,-1375,1041.67,0,0.029,4
32478,25,65,29,-1375,1041.67,0,0.027,4
32479,26,65,29,-1375,1041.67,0,0.023,4
32480,27,65,29,-1375,1041.67,0,0.019,4
32481,28,65,29,-1375,1041.67,0,0.019,4
32482,29,65,29,-1375,1041.67,0,0.016,4
32483,30,65,29,-1375,1041.67,0,0.011,4
32484,31,65,29,-1375,1041.67,0,0.005,4
32485,32,65,29,-1375,1041.67,0,0.005,4
32486,33,65,29,-1375,1041.67,0,0.007,4
32487,34,65,29,-1375,1041.67,0,0.008,4
32488,35,65,29,-1375,1041.67,0,0.008,4
32489,36,65,29,-1375,1041.67,0,0.011,4
32490,37,65,29,-1375,1041.67,0,0.016,4
32491,38,65,29,-1375,1041.67,0,0.023,4
32492,39,65,29,-1375,1041.67,0,0.032,4
32493,40,65,29,13427,1041.67,1,0.041,5
32494,41,65,29,15115,1041.67,1,0.043,5
32495,42,65,29,10052,1041.67,1,0.037,6
32496,43,65,29,-1375,1041.67,0,0.035,6
32497,44,65,29,-1375,1041.67,0,0.037,6
32498,45,65,29,-1375,1041.67,0,0.041,6
32499,46,65,29,-1375,1041.67,0,0.036,6
32500,47,65,29,-1375,1041.67,0,0.029,6
32501,48,65,29,-1375,1041.67,0,0.023,6
32502,49,65,29,-1375,1041.67,0,0.021,6
32503,50,65,29,-1375,1041.67,0,0.024,6
32504,51,65,29,-1375,1041.67,0,0.031,6
32505,52,65,29,-1375,1041.67,0,0.032,6
32506,53,65,29,-1375,1041.67,0,0.028,6
32507,54,65,29,-1375,1041.67,0,0.031,6
32508,55,65,29,-1375,1041.67,0,0.032,6
32509,56,65,29,-1375,1041.67,0,0.031,6
32510,57,65,29,-1375,1041.67,0,0.031,6
32511,58,65,29,-1375,1041.67,0,0.034,6
32512,59,65,29,-1375,1041.67,0,0.034,7
